,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,neutral
3598,3598,3762,24,1992-93,1993-01-19,,La Salle,,,Saint Joseph's,,W,,66,53,13,,,True
3599,3599,3763,25,1992-93,1993-01-19,,Temple,,,Pennsylvania,,W,,72,58,14,,,True
3600,3600,3764,26,1992-93,1993-01-24,,Massachusetts,,,DePaul,,W,,79,69,10,,,True
3601,3601,3765,27,1992-93,1993-01-30,,Fairfield,,,Marist,,W,,61,56,5,,,True
3602,3602,3766,28,1992-93,1993-01-30,,Virginia Tech,,,Virginia,15.0,W,,59,53,6,,,True
3603,3603,3767,29,1992-93,1993-02-06,,Saint Joseph's,,,Villanova,,W,,77,66,11,,,True
3604,3604,3768,30,1992-93,1993-02-07,,Louisiana State,,,Texas,,W,,84,81,3,,,True
3605,3605,3769,31,1992-93,1993-02-13,,Maryland-Eastern Shore,,,Delaware State,,W,,69,65,4,,,True
3606,3606,3770,32,1992-93,1993-02-17,,West Virginia,,,Marshall,,W,,72,65,7,,,True
3607,3607,3771,33,1992-93,1993-02-20,,Rhode Island,,,Massachusetts,19.0,W,,71,68,3,,,True
3608,3608,3772,34,1992-93,1993-02-21,,Arizona,4.0,,Cincinnati,8.0,W,,70,60,10,,,True
3609,3609,3773,35,1992-93,1993-02-21,,Arizona State,,,Memphis,,W,,89,76,13,,,True
3610,3610,3774,36,1992-93,1993-03-01,,St. John's (NY),25.0,,Syracuse,,W,,90,70,20,,,True
3611,3611,3775,37,1992-93,1993-03-03,,Howard,,,Bethune-Cookman,,W,,86,72,14,,,True
3612,3612,3776,38,1992-93,1993-03-03,,Winthrop,,,UNC Asheville,,W,,101,87,14,,,True
3613,3613,3777,39,1992-93,1993-03-04,,California,,,Arizona,3.0,W,,74,71,3,,,True
3614,3614,3778,40,1992-93,1993-03-04,,Coppin State,,,Howard,,W,,65,57,8,,,True
3615,3615,3780,42,1992-93,1993-03-04,,Maryland-Baltimore County,,,Campbell,,W,,85,67,18,,,True
3616,3616,3781,43,1992-93,1993-03-04,,Florida A&M,,,Morgan State,,W,,90,87,3,,,True
3617,3617,3782,44,1992-93,1993-03-04,,Murray State,,,Austin Peay,,W,,82,66,16,,,True
3618,3618,3783,45,1992-93,1993-03-04,,Delaware State,,,North Carolina A&T,,W,,88,79,9,,,True
3619,3619,3784,46,1992-93,1993-03-04,,Radford,,,Liberty,,W,,73,69,4,,,True
3620,3620,3785,47,1992-93,1993-03-04,,South Carolina State,,,Maryland-Eastern Shore,,W,,59,57,2,,,True
3621,3621,3786,48,1992-93,1993-03-04,,Tennessee Tech,,,Morehead State,,W,,97,89,8,,,True
3622,3622,3787,49,1992-93,1993-03-04,,Furman,,,Virginia Military Institute,,W,,76,51,25,,,True
3623,3623,3788,50,1992-93,1993-03-04,,Appalachian State,,,Western Carolina,,W,,84,73,11,,,True
3624,3624,3789,51,1992-93,1993-03-04,,Winthrop,,,Towson,,W,,83,79,4,,,True
3625,3625,3790,52,1992-93,1993-03-05,,Chattanooga,,,Furman,,W,,85,69,16,,,True
3626,3626,3791,53,1992-93,1993-03-05,,East Tennessee State,,,Appalachian State,,W,,97,84,13,,,True
3627,3627,3792,54,1992-93,1993-03-05,,Coppin State,,,Florida A&M,,W,,81,69,12,,,True
3628,3628,3793,55,1992-93,1993-03-05,,Georgia Southern,,,The Citadel,,W,,72,41,31,,,True
3629,3629,3794,56,1992-93,1993-03-05,,Canisius,,,Iona,,W,,64,62,2,,,True
3630,3630,3795,57,1992-93,1993-03-05,,Manhattan,,,Loyola (MD),,W,,57,37,20,,,True
3631,3631,3796,58,1992-93,1993-03-05,,Davidson,,,Marshall,,W,,67,65,2,,,True
3632,3632,3797,59,1992-93,1993-03-05,,Coastal Carolina,,,Maryland-Baltimore County,,W,,66,59,7,,,True
3633,3633,3798,60,1992-93,1993-03-05,,Murray State,,,Eastern Kentucky,,W,,74,73,1,,,True
3634,3634,3799,61,1992-93,1993-03-05,,Niagara,,,Saint Peter's,,W,,84,60,24,,,True
3635,3635,3801,63,1992-93,1993-03-05,,Delaware State,,,South Carolina State,,W,,75,64,11,,,True
3636,3636,3802,64,1992-93,1993-03-05,,Tennessee State,,,Tennessee Tech,,W,,77,71,6,,,True
3637,3637,3803,65,1992-93,1993-03-05,,UT Arlington,,,Texas State,,W,,83,79,4,,,True
3638,3638,3804,66,1992-93,1993-03-05,,UTSA,,,McNeese State,,W,,77,68,9,,,True
3639,3639,3805,67,1992-93,1993-03-05,,Winthrop,,,Radford,,W,,87,69,18,,,True
3640,3640,3806,68,1992-93,1993-03-06,,California,,,Arizona State,,W,,91,67,24,,,True
3641,3641,3807,69,1992-93,1993-03-06,,Chattanooga,,,Davidson,,W,,72,68,4,,,True
3642,3642,3808,70,1992-93,1993-03-06,,Coppin State,,,Delaware State,,W,,80,53,27,,,True
3643,3643,3809,71,1992-93,1993-03-06,,East Tennessee State,,,Georgia Southern,,W,,84,76,8,,1.0,True
3644,3644,3810,72,1992-93,1993-03-06,,Illinois State,,,Indiana State,,W,,73,68,5,,,True
3645,3645,3811,73,1992-93,1993-03-06,,James Madison,,,George Mason,,W,,60,49,11,,,True
3646,3646,3812,74,1992-93,1993-03-06,,Louisiana Tech,,,Jacksonville,,W,,63,62,1,,,True
3647,3647,3813,75,1992-93,1993-03-06,,Niagara,,,Canisius,,W,,64,59,5,,,True
3648,3648,3814,76,1992-93,1993-03-06,,Drake,,,Northern Iowa,,W,,63,59,4,,,True
3649,3649,3815,77,1992-93,1993-03-06,,East Carolina,,,Old Dominion,,W,,73,67,6,,,True
3650,3650,3816,78,1992-93,1993-03-06,,Pepperdine,,,Loyola Marymount,,W,,80,66,14,,,True
3651,3651,3817,79,1992-93,1993-03-06,,Gonzaga,,,Portland,,W,,77,57,20,,,True
3652,3652,3818,80,1992-93,1993-03-06,,UNC Wilmington,,,Richmond,,W,,71,58,13,,,True
3653,3653,3819,81,1992-93,1993-03-06,,Santa Clara,,,Saint Mary's (CA),,W,,79,68,11,,,True
3654,3654,3820,82,1992-93,1993-03-06,,Southern Illinois,,,Bradley,,W,,63,61,2,,1.0,True
3655,3655,3822,84,1992-93,1993-03-06,,Tennessee State,,,Murray State,,W,,82,68,14,,,True
3656,3656,3823,85,1992-93,1993-03-06,,UTSA,,,Nicholls State,,W,,86,67,19,,,True
3657,3657,3824,86,1992-93,1993-03-06,,Charlotte,,,Virginia Tech,,W,,89,80,9,,,True
3658,3658,3825,87,1992-93,1993-03-06,,Missouri State,,,Wichita State,,W,,72,57,15,,,True
3659,3659,3826,88,1992-93,1993-03-06,,American,,,William & Mary,,W,,78,72,6,,,True
3660,3660,3827,89,1992-93,1993-03-06,,Coastal Carolina,,,Winthrop,,W,,78,65,13,,,True
3661,3661,3828,90,1992-93,1993-03-07,,Arkansas State,,,Little Rock,,W,,74,60,14,,,True
3662,3662,3829,91,1992-93,1993-03-07,,Chattanooga,,,East Tennessee State,,W,,86,75,11,,,True
3663,3663,3830,92,1992-93,1993-03-07,,Illinois-Chicago,,,Green Bay,,W,,46,43,3,,,True
3664,3664,3831,93,1992-93,1993-03-07,,Illinois State,,,Drake,,W,,60,59,1,,,True
3665,3665,3832,94,1992-93,1993-03-07,,James Madison,,,American,,W,,70,61,9,,,True
3666,3666,3833,95,1992-93,1993-03-07,,South Alabama,,,Louisiana,,W,,87,78,9,,,True
3667,3667,3834,96,1992-93,1993-03-07,,Southern Illinois,,,Missouri State,,W,,76,68,8,,,True
3668,3668,3835,97,1992-93,1993-03-07,,New Orleans,17.0,,Louisiana Tech,,W,,63,52,11,,,True
3669,3669,3836,98,1992-93,1993-03-07,,Manhattan,,,Niagara,,W,,68,67,1,,,True
3670,3670,3837,99,1992-93,1993-03-07,,East Carolina,,,UNC Wilmington,,W,,55,50,5,,,True
3671,3671,3838,100,1992-93,1993-03-07,,Rhode Island,,,George Washington,,W,,86,75,11,,,True
3672,3672,3839,101,1992-93,1993-03-07,,Santa Clara,,,Gonzaga,,W,,53,51,2,,,True
3673,3673,3840,102,1992-93,1993-03-07,,Massachusetts,23.0,,St. Bonaventure,,W,,75,62,13,,,True
3674,3674,3841,103,1992-93,1993-03-07,,Valparaiso,,,Northern Illinois,,W,,83,75,8,,,True
3675,3675,3842,0,1992-93,1993-03-07,,Cleveland State,,,Western Illinois,,W,,64,53,11,,,True
3676,3676,3843,1,1992-93,1993-03-07,,Western Kentucky,,,Lamar,,W,,78,68,10,,,True
3677,3677,3844,2,1992-93,1993-03-08,,Illinois-Chicago,,,Cleveland State,,W,,96,68,28,,,True
3678,3678,3845,3,1992-93,1993-03-08,,East Carolina,,,James Madison,,W,,54,49,5,,,True
3679,3679,3846,4,1992-93,1993-03-08,,New Orleans,13.0,,Arkansas State,,W,,73,59,14,,,True
3680,3680,3847,5,1992-93,1993-03-08,,Santa Clara,,,Pepperdine,,W,,73,63,10,,,True
3681,3681,3848,6,1992-93,1993-03-08,,Massachusetts,20.0,,Rhode Island,,W,,76,50,26,,,True
3682,3682,3849,7,1992-93,1993-03-08,,Southern Illinois,,,Illinois State,,W,,70,59,11,,,True
3683,3683,3850,8,1992-93,1993-03-08,,Temple,,,Saint Joseph's,,W,,71,60,11,,,True
3684,3684,3851,9,1992-93,1993-03-08,,Western Kentucky,,,South Alabama,,W,,83,73,10,,,True
3685,3685,3852,10,1992-93,1993-03-09,,Western Kentucky,,,New Orleans,13.0,W,,72,63,9,,,True
3686,3686,3853,11,1992-93,1993-03-10,,Hawaii,,,Air Force,,W,,62,54,8,,,True
3687,3687,3854,12,1992-93,1993-03-10,,Idaho State,,,Montana,,W,,61,50,11,,,True
3688,3688,3855,13,1992-93,1993-03-10,,Weber State,,,Montana State,,W,,91,72,19,,,True
3689,3689,3856,14,1992-93,1993-03-10,,San Diego State,,,Wyoming,,W,,59,57,2,,,True
3690,3690,3857,15,1992-93,1993-03-11,,Alcorn State,,,Alabama State,,W,,83,80,3,,,True
3691,3691,3858,16,1992-93,1993-03-11,,Butler,,,La Salle,,W,,77,70,7,,,True
3692,3692,3859,17,1992-93,1993-03-11,,DePaul,,,UAB,,W,,66,64,2,,,True
3693,3693,3860,18,1992-93,1993-03-11,,Duquesne,,,Detroit Mercy,,W,,59,57,2,,,True
3694,3694,3861,19,1992-93,1993-03-11,,Evansville,,,Dayton,,W,,69,66,3,,,True
3695,3695,3863,21,1992-93,1993-03-11,,Brigham Young,25.0,,Hawaii,,W,,85,71,14,,,True
3696,3696,3864,22,1992-93,1993-03-11,,Ball State,,,Kent State,,W,,77,57,20,,,True
3697,3697,3865,23,1992-93,1993-03-11,,Georgetown,,,Miami (FL),,W,,67,40,27,,,True
3698,3698,3866,24,1992-93,1993-03-11,,Miami (OH),,,Bowling Green State,,W,,63,50,13,,,True
3699,3699,3867,25,1992-93,1993-03-11,,Mississippi,,,Florida,,W,,67,62,5,,,True
3700,3700,3868,26,1992-93,1993-03-11,,Georgia,,,Mississippi State,,W,,87,56,31,,,True
3701,3701,3869,27,1992-93,1993-03-11,,New Mexico,,,Fresno State,,W,,72,48,24,,,True
3702,3702,3870,28,1992-93,1993-03-11,,Maryland,,,NC State,,W,,76,55,21,,,True
3703,3703,3871,29,1992-93,1993-03-11,,Jackson State,,,Prairie View,,W,,103,70,33,,,True
3704,3704,3872,30,1992-93,1993-03-11,,Saint Louis,,,Marquette,,W,,63,57,6,,,True
3705,3705,3873,31,1992-93,1993-03-11,,Alabama,,,South Carolina,,W,,86,79,7,,,True
3706,3706,3874,32,1992-93,1993-03-11,,Southern,,,Grambling,,W,,105,91,14,,,True
3707,3707,3875,33,1992-93,1993-03-11,,Tennessee,,,Auburn,,W,,78,76,2,,,True
3708,3708,3876,34,1992-93,1993-03-11,,UTEP,,,Colorado State,,W,,70,65,5,,,True
3709,3709,3877,35,1992-93,1993-03-11,,Mississippi Valley State,,,Texas Southern,,W,,92,74,18,,,True
3710,3710,3878,36,1992-93,1993-03-11,,Toledo,,,Ohio,,W,,85,84,1,,,True
3711,3711,3879,37,1992-93,1993-03-11,,Utah,15.0,,San Diego State,,W,,85,64,21,,,True
3712,3712,3880,38,1992-93,1993-03-11,,Boston College,,,Villanova,,W,,74,70,4,,1.0,True
3713,3713,3881,39,1992-93,1993-03-11,,Boise State,,,Weber State,,W,,69,63,6,,,True
3714,3714,3882,40,1992-93,1993-03-11,,Western Michigan,,,Eastern Michigan,,W,,65,57,8,,,True
3715,3715,3884,42,1992-93,1993-03-11,,Xavier,22.0,,Loyola (IL),,W,,60,50,10,,,True
3716,3716,3885,43,1992-93,1993-03-12,,Evansville,,,Butler,,W,,74,71,3,,,True
3717,3717,3886,44,1992-93,1993-03-12,,Cincinnati,11.0,,DePaul,,W,,78,69,9,,,True
3718,3718,3887,45,1992-93,1993-03-12,,Clemson,,,Florida State,10.0,W,,87,75,12,,,True
3719,3719,3888,46,1992-93,1993-03-12,,Arkansas,14.0,,Georgia,,W,,65,60,5,,,True
3720,3720,3889,47,1992-93,1993-03-12,,Georgia Tech,,,Duke,8.0,W,,69,66,3,,,True
3721,3721,3890,48,1992-93,1993-03-12,,Kansas,7.0,,Colorado,,W,,82,65,17,,,True
3722,3722,3891,49,1992-93,1993-03-12,,Louisiana State,,,Mississippi,,W,,89,70,19,,,True
3723,3723,3892,50,1992-93,1993-03-12,,Jackson State,,,Mississippi Valley State,,W,,85,75,10,,,True
3724,3724,3893,51,1992-93,1993-03-12,,Kansas State,,,Nebraska,,W,,47,45,2,,,True
3725,3725,3894,52,1992-93,1993-03-12,,New Mexico,,,Brigham Young,25.0,W,,69,59,10,,,True
3726,3726,3895,53,1992-93,1993-03-12,,New Mexico State,24.0,,UC Irvine,,W,,87,76,11,,,True
3727,3727,3896,54,1992-93,1993-03-12,,North Carolina,1.0,,Maryland,,W,,102,66,36,,,True
3728,3728,3897,55,1992-93,1993-03-12,,Iowa State,,,Oklahoma,,W,,69,55,14,,,True
3729,3729,3898,56,1992-93,1993-03-12,,Missouri,,,Oklahoma State,21.0,W,,81,62,19,,,True
3730,3730,3899,57,1992-93,1993-03-12,,UC Santa Barbara,,,Pacific,,W,,57,54,3,,,True
3731,3731,3900,58,1992-93,1993-03-12,,Providence,,,Connecticut,,W,,73,55,18,,,True
3732,3732,3901,59,1992-93,1993-03-12,,Seton Hall,9.0,,Georgetown,,W,,83,69,14,,,True
3733,3733,3902,60,1992-93,1993-03-12,,Southern,,,Alcorn State,,W,,93,75,18,,,True
3734,3734,3903,61,1992-93,1993-03-12,,TCU,,,Southern Methodist,,W,,72,71,1,,,True
3735,3735,3905,63,1992-93,1993-03-12,,Charlotte,,,Southern Mississippi,,W,,68,60,8,,,True
3736,3736,3906,64,1992-93,1993-03-12,,Syracuse,,,Pittsburgh,,W,,55,50,5,,,True
3737,3737,3907,65,1992-93,1993-03-12,,Texas,,,Rice,,W,,81,76,5,,,True
3738,3738,3908,66,1992-93,1993-03-12,,Houston,,,Texas A&M,,W,,84,68,16,,,True
3739,3739,3909,67,1992-93,1993-03-12,,Texas Tech,,,Baylor,,W,,83,74,9,,,True
3740,3740,3910,68,1992-93,1993-03-12,,Ball State,,,Toledo,,W,,72,64,8,,,True
3741,3741,3911,69,1992-93,1993-03-12,,UTEP,,,Utah,15.0,W,,90,85,5,,1.0,True
3742,3742,3912,70,1992-93,1993-03-12,,Nevada-Las Vegas,19.0,,Utah State,,W,,104,86,18,,,True
3743,3743,3913,71,1992-93,1993-03-12,,Vanderbilt,5.0,,Alabama,,W,,76,59,17,,,True
3744,3744,3914,72,1992-93,1993-03-12,,Virginia Commonwealth,,,South Florida,,W,,79,72,7,,,True
3745,3745,3915,73,1992-93,1993-03-12,,Virginia Tech,,,Tulane,23.0,W,,64,55,9,,,True
3746,3746,3916,74,1992-93,1993-03-12,,Virginia,,,Wake Forest,12.0,W,,61,57,4,,,True
3747,3747,3917,75,1992-93,1993-03-12,,Western Michigan,,,Miami (OH),,W,,61,48,13,,,True
3748,3748,3918,76,1992-93,1993-03-12,,Xavier,22.0,,Duquesne,,W,,67,41,26,,,True
3749,3749,3919,77,1992-93,1993-03-13,,Georgia Tech,,,Clemson,,W,,69,61,8,,,True
3750,3750,3920,78,1992-93,1993-03-13,,Kansas State,,,Kansas,7.0,W,,74,67,7,,,True
3751,3751,3921,79,1992-93,1993-03-13,,Missouri,,,Iowa State,,W,,67,63,4,,,True
3752,3752,3922,80,1992-93,1993-03-13,,New Mexico State,24.0,,UC Santa Barbara,,W,,82,77,5,,,True
3753,3753,3923,81,1992-93,1993-03-13,,Seton Hall,9.0,,Providence,,W,,69,60,9,,,True
3754,3754,3924,82,1992-93,1993-03-13,,Southern,,,Jackson State,,W,,101,80,21,,,True
3755,3755,3926,84,1992-93,1993-03-13,,Houston,,,Texas,,W,,58,50,8,,,True
3756,3756,3927,85,1992-93,1993-03-13,,Texas Tech,,,TCU,,W,,76,59,17,,,True
3757,3757,3928,86,1992-93,1993-03-13,,New Mexico,,,UTEP,,W,,76,65,11,,,True
3758,3758,3929,87,1992-93,1993-03-13,,Louisiana State,,,Vanderbilt,5.0,W,,72,62,10,,,True
3759,3759,3930,88,1992-93,1993-03-13,,North Carolina,1.0,,Virginia,,W,,74,56,18,,,True
3760,3760,3931,89,1992-93,1993-03-13,,Virginia Commonwealth,,,Virginia Tech,,W,,85,71,14,,,True
3761,3761,3932,90,1992-93,1993-03-13,,Ball State,,,Western Michigan,,W,,79,64,15,,,True
3762,3762,3933,91,1992-93,1993-03-13,,Evansville,,,Xavier,22.0,W,,80,69,11,,,True
3763,3763,3934,92,1992-93,1993-03-14,,Missouri,,,Kansas State,,W,,68,56,12,,,True
3764,3764,3935,93,1992-93,1993-03-14,,Georgia Tech,,,North Carolina,1.0,W,,77,75,2,,,True
3765,3765,3936,94,1992-93,1993-03-14,,Seton Hall,9.0,,Syracuse,,W,,103,70,33,,,True
3766,3766,3937,95,1992-93,1993-03-14,,Texas Tech,,,Houston,,W,,88,76,12,,,True
3767,3767,3938,96,1992-93,1993-03-18,,Santa Clara,,,Arizona,5.0,W,,64,61,3,,,True
3768,3768,3939,97,1992-93,1993-03-18,,Arkansas,12.0,,Holy Cross,,W,,94,64,30,,,True
3769,3769,3940,98,1992-93,1993-03-18,,Kansas,9.0,,Ball State,,W,,94,72,22,,,True
3770,3770,3941,99,1992-93,1993-03-18,,Vanderbilt,8.0,,Boise State,,W,,92,72,20,,,True
3771,3771,3942,100,1992-93,1993-03-18,,Brigham Young,,,Southern Methodist,,W,,80,71,9,,,True
3772,3772,3943,101,1992-93,1993-03-18,,California,,,Louisiana State,,W,,66,64,2,,,True
3773,3773,3944,102,1992-93,1993-03-18,,Duke,10.0,,Southern Illinois,,W,,105,70,35,,,True
3774,3774,3945,103,1992-93,1993-03-18,,North Carolina,4.0,,East Carolina,,W,,85,65,20,,,True
3775,3775,3946,0,1992-93,1993-03-18,,Florida State,11.0,,Evansville,,W,,82,70,12,,,True
3776,3776,3947,1,1992-93,1993-03-18,,Illinois,,,Long Beach State,,W,,75,72,3,,,True
3777,3777,3948,2,1992-93,1993-03-18,,Tulane,,,Kansas State,,W,,55,53,2,,,True
3778,3778,3949,3,1992-93,1993-03-18,,Western Kentucky,20.0,,Memphis,,W,,55,52,3,,,True
3779,3779,3950,4,1992-93,1993-03-18,,Temple,,,Missouri,,W,,75,61,14,,,True
3780,3780,3951,5,1992-93,1993-03-18,,Rhode Island,,,Purdue,22.0,W,,74,68,6,,,True
3781,3781,3952,6,1992-93,1993-03-18,,Seton Hall,6.0,,Tennessee State,,W,,81,59,22,,,True
3782,3782,3953,7,1992-93,1993-03-18,,St. John's (NY),,,Texas Tech,,W,,85,67,18,,,True
3783,3783,3954,8,1992-93,1993-03-19,,Wake Forest,16.0,,Chattanooga,,W,,81,58,23,,,True
3784,3784,3955,9,1992-93,1993-03-19,,Cincinnati,7.0,,Coppin State,,W,,93,66,27,,,True
3785,3785,3956,10,1992-93,1993-03-19,,Michigan,3.0,,Coastal Carolina,,W,,84,53,31,,,True
3786,3786,3957,11,1992-93,1993-03-19,,Louisville,15.0,,Delaware,,W,,76,70,6,,,True
3787,3787,3958,12,1992-93,1993-03-19,,George Washington,,,New Mexico,21.0,W,,82,68,14,,,True
3788,3788,3959,13,1992-93,1993-03-19,,Southern,,,Georgia Tech,18.0,W,,93,78,15,,,True
3789,3789,3960,14,1992-93,1993-03-19,,Indiana,1.0,,Wright State,,W,,97,54,43,,,True
3790,3790,3961,15,1992-93,1993-03-19,,Iowa,13.0,,Louisiana-Monroe,,W,,82,69,13,,,True
3791,3791,3962,16,1992-93,1993-03-19,,UCLA,,,Iowa State,,W,,81,70,11,,,True
3792,3792,3963,17,1992-93,1993-03-19,,Kentucky,2.0,,Rider,,W,,96,52,44,,,True
3793,3793,3964,18,1992-93,1993-03-19,,Virginia,,,Manhattan,,W,,78,66,12,,,True
3794,3794,3965,19,1992-93,1993-03-19,,Oklahoma State,23.0,,Marquette,,W,,74,62,12,,,True
3795,3795,3967,21,1992-93,1993-03-19,,Massachusetts,14.0,,Pennsylvania,,W,,54,50,4,,,True
3796,3796,3968,22,1992-93,1993-03-19,,New Mexico State,24.0,,Nebraska,,W,,93,79,14,,,True
3797,3797,3969,23,1992-93,1993-03-19,,Xavier,,,New Orleans,17.0,W,,73,55,18,,,True
3798,3798,3970,24,1992-93,1993-03-19,,Utah,19.0,,Pittsburgh,,W,,86,65,21,,,True
3799,3799,3971,25,1992-93,1993-03-20,,Arkansas,12.0,,St. John's (NY),,W,,80,74,6,,,True
3800,3800,3972,26,1992-93,1993-03-20,,Kansas,9.0,,Brigham Young,,W,,90,76,14,,,True
3801,3801,3973,27,1992-93,1993-03-20,,California,,,Duke,10.0,W,,82,77,5,,,True
3802,3802,3974,28,1992-93,1993-03-20,,Florida State,11.0,,Tulane,,W,,94,63,31,,,True
3803,3803,3975,29,1992-93,1993-03-20,,Vanderbilt,8.0,,Illinois,,W,,85,68,17,,,True
3804,3804,3976,30,1992-93,1993-03-20,,North Carolina,4.0,,Rhode Island,,W,,112,67,45,,,True
3805,3805,3977,31,1992-93,1993-03-20,,Temple,,,Santa Clara,,W,,68,57,11,,,True
3806,3806,3978,32,1992-93,1993-03-20,,Western Kentucky,20.0,,Seton Hall,6.0,W,,72,68,4,,,True
3807,3807,3979,33,1992-93,1993-03-21,,Cincinnati,7.0,,New Mexico State,24.0,W,,92,55,37,,,True
3808,3808,3980,34,1992-93,1993-03-21,,George Washington,,,Southern,,W,,90,80,10,,,True
3809,3809,3981,35,1992-93,1993-03-21,,Indiana,1.0,,Xavier,,W,,73,70,3,,,True
3810,3810,3982,36,1992-93,1993-03-21,,Wake Forest,16.0,,Iowa,13.0,W,,84,78,6,,,True
3811,3811,3983,37,1992-93,1993-03-21,,Kentucky,2.0,,Utah,19.0,W,,83,62,21,,,True
3812,3812,3984,38,1992-93,1993-03-21,,Louisville,15.0,,Oklahoma State,23.0,W,,78,63,15,,,True
3813,3813,3985,39,1992-93,1993-03-21,,Virginia,,,Massachusetts,14.0,W,,71,56,15,,,True
3814,3814,3986,40,1992-93,1993-03-21,,Michigan,3.0,,UCLA,,W,,86,84,2,,1.0,True
3815,3815,3988,42,1992-93,1993-03-25,,Kansas,9.0,,California,,W,,93,76,17,,,True
3816,3816,3989,43,1992-93,1993-03-25,,Florida State,11.0,,Western Kentucky,20.0,W,,81,78,3,,1.0,True
3817,3817,3990,44,1992-93,1993-03-25,,Indiana,1.0,,Louisville,15.0,W,,82,69,13,,,True
3818,3818,3991,45,1992-93,1993-03-25,,Kentucky,2.0,,Wake Forest,16.0,W,,103,69,34,,,True
3819,3819,3992,46,1992-93,1993-03-26,,North Carolina,4.0,,Arkansas,12.0,W,,80,74,6,,,True
3820,3820,3993,47,1992-93,1993-03-26,,Cincinnati,7.0,,Virginia,,W,,71,54,17,,,True
3821,3821,3994,48,1992-93,1993-03-26,,Michigan,3.0,,George Washington,,W,,72,64,8,,,True
3822,3822,3995,49,1992-93,1993-03-26,,Temple,,,Vanderbilt,8.0,W,,67,59,8,,,True
3823,3823,3996,50,1992-93,1993-03-27,,Kentucky,2.0,,Florida State,11.0,W,,106,81,25,,,True
3824,3824,3997,51,1992-93,1993-03-27,,Kansas,9.0,,Indiana,1.0,W,,83,77,6,,,True
3825,3825,3998,52,1992-93,1993-03-28,,North Carolina,4.0,,Cincinnati,7.0,W,,75,68,7,,1.0,True
3826,3826,3999,53,1992-93,1993-03-28,,Michigan,3.0,,Temple,,W,,77,72,5,,,True
3827,3827,4000,54,1992-93,1993-03-29,,Georgetown,,,UAB,,W,,45,41,4,,,True
3828,3828,4001,55,1992-93,1993-03-29,,Minnesota,,,Providence,,W,,76,70,6,,,True
3829,3829,4002,56,1992-93,1993-03-31,,Minnesota,,,Georgetown,,W,,62,61,1,,,True
3830,3830,4003,57,1992-93,1993-03-31,,UAB,,,Providence,,W,,55,52,3,,,True
3831,3831,4004,58,1992-93,1993-04-03,,North Carolina,4.0,,Kansas,9.0,W,,78,68,10,,,True
3832,3832,4005,59,1992-93,1993-04-03,,Michigan,3.0,,Kentucky,2.0,W,,81,78,3,,1.0,True
3833,3833,4006,60,1992-93,1993-04-05,,North Carolina,4.0,,Michigan,3.0,W,,77,71,6,,,True
3834,3834,4007,61,1993-94,1993-11-17,,California,6.0,,Santa Clara,,W,,81,74,7,,,True
3835,3835,4009,63,1993-94,1993-11-19,,Kansas,9.0,,Minnesota,10.0,W,,75,71,4,,,True
3836,3836,4010,64,1993-94,1993-11-24,,Purdue,21.0,,Green Bay,,W,,74,69,5,,,True
3837,3837,4011,65,1993-94,1993-11-24,,Massachusetts,18.0,,North Carolina,1.0,W,,91,86,5,,1.0,True
3838,3838,4012,66,1993-94,1993-11-24,,Oklahoma State,10.0,,Providence,,W,,113,102,11,,1.0,True
3839,3839,4013,67,1993-94,1993-11-24,,Weber State,,,NC State,,W,,94,80,14,,,True
3840,3840,4014,68,1993-94,1993-11-25,,Portland,,,Hawaii,,W,,100,47,53,,,True
3841,3841,4015,69,1993-94,1993-11-26,,Florida A&M,,,Bethune-Cookman,,W,,56,49,7,,,True
3842,3842,4016,70,1993-94,1993-11-26,,Green Bay,,,NC State,,W,,76,56,20,,,True
3843,3843,4017,71,1993-94,1993-11-26,,Maryland,,,Georgetown,15.0,W,,84,83,1,,1.0,True
3844,3844,4018,72,1993-94,1993-11-26,,Kansas,6.0,,Massachusetts,18.0,W,,86,75,11,,,True
3845,3845,4019,73,1993-94,1993-11-26,,Michigan,5.0,,Georgia Tech,13.0,W,,80,70,10,,,True
3846,3846,4020,74,1993-94,1993-11-26,,North Carolina,1.0,,Minnesota,9.0,W,,90,76,14,,,True
3847,3847,4021,75,1993-94,1993-11-26,,Michigan State,,,Pacific,,W,,83,64,19,,,True
3848,3848,4022,76,1993-94,1993-11-26,,San Jose State,,,Gonzaga,,W,,98,87,11,,,True
3849,3849,4023,77,1993-94,1993-11-26,,Illinois-Chicago,,,Stephen F. Austin,,W,,77,66,11,,,True
3850,3850,4024,78,1993-94,1993-11-26,,Wagner,,,San Francisco,,W,,83,82,1,,,True
3851,3851,4025,79,1993-94,1993-11-26,,Wake Forest,,,Hawaii,,W,,78,49,29,,,True
3852,3852,4026,80,1993-94,1993-11-26,,Washington State,,,Coppin State,,W,,57,55,2,,,True
3853,3853,4027,81,1993-94,1993-11-26,,Purdue,21.0,,Weber State,,W,,97,78,19,,,True
3854,3854,4028,82,1993-94,1993-11-26,,East Tennessee State,,,Wright State,,W,,92,81,11,,,True
3855,3855,4030,84,1993-94,1993-11-27,,Gonzaga,,,Cal State Northridge,,W,,90,57,33,,,True
