,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,neutral
3340,3340,3494,1,1992-93,1993-03-20,,Arkansas,12.0,,St. John's (NY),,W,,80,74,6,,,True
3341,3341,3495,2,1992-93,1993-03-20,,Kansas,9.0,,Brigham Young,,W,,90,76,14,,,True
3342,3342,3496,3,1992-93,1993-03-20,,California,,,Duke,10.0,W,,82,77,5,,,True
3343,3343,3497,4,1992-93,1993-03-20,,Florida State,11.0,,Tulane,,W,,94,63,31,,,True
3344,3344,3498,5,1992-93,1993-03-20,,Vanderbilt,8.0,,Illinois,,W,,85,68,17,,,True
3345,3345,3499,6,1992-93,1993-03-20,,North Carolina,4.0,,Rhode Island,,W,,112,67,45,,,True
3346,3346,3500,7,1992-93,1993-03-20,,Temple,,,Santa Clara,,W,,68,57,11,,,True
3347,3347,3501,8,1992-93,1993-03-20,,Western Kentucky,20.0,,Seton Hall,6.0,W,,72,68,4,,,True
3348,3348,3502,9,1992-93,1993-03-21,,Cincinnati,7.0,,New Mexico State,24.0,W,,92,55,37,,,True
3349,3349,3503,10,1992-93,1993-03-21,,George Washington,,,Southern,,W,,90,80,10,,,True
3350,3350,3504,11,1992-93,1993-03-21,,Indiana,1.0,,Xavier,,W,,73,70,3,,,True
3351,3351,3505,12,1992-93,1993-03-21,,Wake Forest,16.0,,Iowa,13.0,W,,84,78,6,,,True
3352,3352,3506,13,1992-93,1993-03-21,,Kentucky,2.0,,Utah,19.0,W,,83,62,21,,,True
3353,3353,3507,14,1992-93,1993-03-21,,Louisville,15.0,,Oklahoma State,23.0,W,,78,63,15,,,True
3354,3354,3508,15,1992-93,1993-03-21,,Virginia,,,Massachusetts,14.0,W,,71,56,15,,,True
3355,3355,3509,16,1992-93,1993-03-21,,Michigan,3.0,,UCLA,,W,,86,84,2,,1.0,True
3356,3356,3510,17,1992-93,1993-03-25,,Kansas,9.0,,California,,W,,93,76,17,,,True
3357,3357,3511,18,1992-93,1993-03-25,,Florida State,11.0,,Western Kentucky,20.0,W,,81,78,3,,1.0,True
3358,3358,3512,19,1992-93,1993-03-25,,Indiana,1.0,,Louisville,15.0,W,,82,69,13,,,True
3359,3359,3514,21,1992-93,1993-03-25,,Kentucky,2.0,,Wake Forest,16.0,W,,103,69,34,,,True
3360,3360,3515,22,1992-93,1993-03-26,,North Carolina,4.0,,Arkansas,12.0,W,,80,74,6,,,True
3361,3361,3516,23,1992-93,1993-03-26,,Cincinnati,7.0,,Virginia,,W,,71,54,17,,,True
3362,3362,3517,24,1992-93,1993-03-26,,Michigan,3.0,,George Washington,,W,,72,64,8,,,True
3363,3363,3518,25,1992-93,1993-03-26,,Temple,,,Vanderbilt,8.0,W,,67,59,8,,,True
3364,3364,3519,26,1992-93,1993-03-27,,Kentucky,2.0,,Florida State,11.0,W,,106,81,25,,,True
3365,3365,3520,27,1992-93,1993-03-27,,Kansas,9.0,,Indiana,1.0,W,,83,77,6,,,True
3366,3366,3521,28,1992-93,1993-03-28,,North Carolina,4.0,,Cincinnati,7.0,W,,75,68,7,,1.0,True
3367,3367,3522,29,1992-93,1993-03-28,,Michigan,3.0,,Temple,,W,,77,72,5,,,True
3368,3368,3523,30,1992-93,1993-03-29,,Georgetown,,,UAB,,W,,45,41,4,,,True
3369,3369,3524,31,1992-93,1993-03-29,,Minnesota,,,Providence,,W,,76,70,6,,,True
3370,3370,3525,32,1992-93,1993-03-31,,Minnesota,,,Georgetown,,W,,62,61,1,,,True
3371,3371,3526,33,1992-93,1993-03-31,,UAB,,,Providence,,W,,55,52,3,,,True
3372,3372,3527,34,1992-93,1993-04-03,,North Carolina,4.0,,Kansas,9.0,W,,78,68,10,,,True
3373,3373,3528,35,1992-93,1993-04-03,,Michigan,3.0,,Kentucky,2.0,W,,81,78,3,,1.0,True
3374,3374,3529,36,1992-93,1993-04-05,,North Carolina,4.0,,Michigan,3.0,W,,77,71,6,,,True
3375,3375,3530,0,1992-93,1992-11-20,,Seton Hall,6.0,,UCLA,24.0,W,,73,64,9,,,True
3376,3376,3531,1,1992-93,1992-11-21,,UCLA,24.0,,Florida State,9.0,W,,86,83,3,,,True
3377,3377,3532,2,1992-93,1992-11-25,,Indiana,4.0,,Florida State,7.0,W,,81,78,3,,1.0,True
3378,3378,3533,3,1992-93,1992-11-25,,Illinois,,,Dayton,,W,,86,78,8,,1.0,True
3379,3379,3534,4,1992-93,1992-11-25,,Vanderbilt,,,UAB,,W,,81,63,18,,,True
3380,3380,3535,5,1992-93,1992-11-26,,New Mexico State,,,Chattanooga,,W,,75,65,10,,,True
3381,3381,3536,6,1992-93,1992-11-27,,UAB,,,Dayton,,W,,80,67,13,,,True
3382,3382,3537,7,1992-93,1992-11-27,,New Mexico State,,,Oregon,,W,,86,75,11,,,True
3383,3383,3538,8,1992-93,1992-11-27,,Indiana,4.0,,Seton Hall,6.0,W,,78,74,4,,,True
3384,3384,3539,9,1992-93,1992-11-27,,Illinois,,,Vanderbilt,,W,,93,77,16,,,True
3385,3385,3540,10,1992-93,1992-11-28,,UAB,,,Chattanooga,,W,,67,52,15,,,True
3386,3386,3541,11,1992-93,1992-11-28,,New Mexico State,,,Illinois,,W,,95,94,1,,,True
3387,3387,3542,12,1992-93,1992-11-28,,Purdue,,,Connecticut,16.0,W,,73,69,4,,,True
3388,3388,3543,13,1992-93,1992-11-28,,Vanderbilt,,,Oregon,,W,,83,81,2,,,True
3389,3389,3544,14,1992-93,1992-12-01,,Iona,,,Columbia,,W,,80,68,12,,,True
3390,3390,3545,15,1992-93,1992-12-01,,San Diego,,,San Diego State,,W,,85,60,25,,,True
3391,3391,3546,16,1992-93,1992-12-02,,Columbia,,,St. Francis (NY),,W,,104,67,37,,,True
3392,3392,3547,17,1992-93,1992-12-04,,Charlotte,,,Centenary (LA),,W,,81,62,19,,,True
3393,3393,3548,18,1992-93,1992-12-04,,East Tennessee State,,,Eastern Illinois,,W,,72,49,23,,,True
3394,3394,3549,19,1992-93,1992-12-04,,George Washington,,,Central Michigan,,W,,87,66,21,,,True
3395,3395,3551,21,1992-93,1992-12-04,,Hartford,,,Delaware State,,W,,81,80,1,,,True
3396,3396,3552,22,1992-93,1992-12-04,,Idaho,,,Little Rock,,W,,64,54,10,,,True
3397,3397,3553,23,1992-93,1992-12-04,,Kent State,,,Idaho State,,W,,83,71,12,,,True
3398,3398,3554,24,1992-93,1992-12-04,,Arkansas State,,,Louisiana-Monroe,,W,,79,72,7,,,True
3399,3399,3555,25,1992-93,1992-12-04,,Middle Tennessee,,,Lehigh,,W,,89,73,16,,,True
3400,3400,3556,26,1992-93,1992-12-04,,Mississippi State,,,Long Island University,,W,,61,52,9,,,True
3401,3401,3557,27,1992-93,1992-12-04,,UNC Wilmington,,,Florida International,,W,,61,60,1,,,True
3402,3402,3558,28,1992-93,1992-12-04,,Rice,,,Murray State,,W,,89,78,11,,,True
3403,3403,3559,29,1992-93,1992-12-04,,Saint Peter's,,,Morehead State,,W,,81,60,21,,,True
3404,3404,3560,30,1992-93,1992-12-04,,North Carolina,7.0,,South Carolina,,W,,108,67,41,,,True
3405,3405,3561,31,1992-93,1992-12-04,,Stephen F. Austin,,,Eastern Washington,,W,,72,60,12,,,True
3406,3406,3562,32,1992-93,1992-12-04,,Texas,,,Princeton,,W,,63,53,10,,,True
3407,3407,3563,33,1992-93,1992-12-04,,Manhattan,,,TCU,,W,,67,42,25,,,True
3408,3408,3564,34,1992-93,1992-12-04,,Texas Tech,,,North Texas,,W,,88,68,20,,,True
3409,3409,3565,35,1992-93,1992-12-04,,Long Beach State,,,Tulsa,,W,,72,69,3,,,True
3410,3410,3566,36,1992-93,1992-12-04,,Virginia Commonwealth,,,Marist,,W,,86,61,25,,,True
3411,3411,3567,37,1992-93,1992-12-04,,Alabama,,,Washington State,,W,,70,68,2,,,True
3412,3412,3568,38,1992-93,1992-12-04,,Monmouth,,,Western Illinois,,W,,73,60,13,,,True
3413,3413,3569,39,1992-93,1992-12-05,,Columbia,,,Boston University,,W,,83,80,3,,,True
3414,3414,3570,40,1992-93,1992-12-05,,Eastern Washington,,,Cal State Northridge,,W,,61,60,1,,,True
3415,3415,3572,42,1992-93,1992-12-05,,Florida International,,,Brown,,W,,67,59,8,,,True
3416,3416,3573,43,1992-93,1992-12-05,,George Washington,,,Bethune-Cookman,,W,,65,45,20,,,True
3417,3417,3574,44,1992-93,1992-12-05,,Colgate,,,Idaho State,,W,,76,68,8,,,True
3418,3418,3575,45,1992-93,1992-12-05,,Kansas,3.0,,Indiana,2.0,W,,74,69,5,,,True
3419,3419,3576,46,1992-93,1992-12-05,,Louisiana-Monroe,,,Alcorn State,,W,,105,90,15,,,True
3420,3420,3577,47,1992-93,1992-12-05,,Louisville,12.0,,Michigan State,18.0,W,,73,69,4,,,True
3421,3421,3578,48,1992-93,1992-12-05,,Maryland-Eastern Shore,,,Morehead State,,W,,75,72,3,,,True
3422,3422,3579,49,1992-93,1992-12-05,,Delaware State,,,Morgan State,,W,,102,85,17,,,True
3423,3423,3580,50,1992-93,1992-12-05,,Boise State,,,Murray State,,W,,94,82,12,,,True
3424,3424,3581,51,1992-93,1992-12-05,,Bucknell,,,North Texas,,W,,88,64,24,,,True
3425,3425,3582,52,1992-93,1992-12-05,,Long Beach State,,,San Diego,,W,,80,74,6,,,True
3426,3426,3583,53,1992-93,1992-12-05,,Princeton,,,South Carolina,,W,,51,40,11,,,True
3427,3427,3584,54,1992-93,1992-12-05,,Marist,,,Southern Mississippi,,W,,78,69,9,,,True
3428,3428,3585,55,1992-93,1992-12-05,,Tennessee State,,,Little Rock,,W,,62,60,2,,,True
3429,3429,3586,56,1992-93,1992-12-05,,North Carolina,7.0,,Texas,,W,,104,68,36,,,True
3430,3430,3587,57,1992-93,1992-12-05,,North Carolina A&T,,,TCU,,W,,87,85,2,,,True
3431,3431,3588,58,1992-93,1992-12-05,,Long Island University,,,Texas-Rio Grande Valley,,W,,60,54,6,,,True
3432,3432,3589,59,1992-93,1992-12-05,,Centenary (LA),,,Valparaiso,,W,,92,89,3,,,True
3433,3433,3590,60,1992-93,1992-12-05,,Wagner,,,Lehigh,,W,,87,82,5,,,True
3434,3434,3591,61,1992-93,1992-12-05,,Weber State,,,Eastern Illinois,,W,,61,51,10,,,True
3435,3435,3593,63,1992-93,1992-12-05,,Western Illinois,,,Hofstra,,W,,64,63,1,,,True
3436,3436,3594,64,1992-93,1992-12-09,,North Carolina,5.0,,Virginia Tech,,W,,78,62,16,,,True
3437,3437,3595,65,1992-93,1992-12-11,,Eastern Kentucky,,,Eastern Michigan,,W,,75,61,14,,,True
3438,3438,3596,66,1992-93,1992-12-11,,Georgia Southern,,,Central Michigan,,W,,89,74,15,,,True
3439,3439,3597,67,1992-93,1992-12-11,,Loyola Marymount,,,Cal State Northridge,,W,,71,66,5,,,True
3440,3440,3598,68,1992-93,1992-12-11,,Kansas,2.0,,Mississippi Valley State,,W,,94,46,48,,,True
3441,3441,3599,69,1992-93,1992-12-11,,Princeton,,,Florida A&M,,W,,51,43,8,,,True
3442,3442,3600,70,1992-93,1992-12-11,,Georgia,,,Santa Clara,,W,,80,68,12,,,True
3443,3443,3601,71,1992-93,1992-12-11,,Michigan State,24.0,,Stetson,,W,,78,59,19,,,True
3444,3444,3602,72,1992-93,1992-12-11,,Tennessee State,,,St. Francis (NY),,W,,79,73,6,,,True
3445,3445,3603,73,1992-93,1992-12-11,,UT Arlington,,,Gonzaga,,W,,95,87,8,,,True
3446,3446,3604,74,1992-93,1992-12-11,,TCU,,,Tennessee-Martin,,W,,75,67,8,,,True
3447,3447,3605,75,1992-93,1992-12-11,,Central Connecticut State,,,Virginia Military Institute,,W,,84,77,7,,,True
3448,3448,3606,76,1992-93,1992-12-11,,Western Michigan,,,Pacific,,W,,63,56,7,,,True
3449,3449,3607,77,1992-93,1992-12-12,,Gonzaga,,,Alcorn State,,W,,77,67,10,,,True
3450,3450,3608,78,1992-93,1992-12-12,,Jackson State,,,Florida A&M,,W,,107,70,37,,,True
3451,3451,3609,79,1992-93,1992-12-12,,Maine,,,Fairfield,,W,,63,58,5,,,True
3452,3452,3610,80,1992-93,1992-12-12,,Michigan State,24.0,,Loyola Marymount,,W,,73,70,3,,,True
3453,3453,3611,81,1992-93,1992-12-12,,UC Irvine,,,Mississippi Valley State,,W,,90,83,7,,,True
3454,3454,3612,82,1992-93,1992-12-12,,Kansas,2.0,,Kansas City,,W,,108,62,46,,,True
3455,3455,3614,84,1992-93,1992-12-12,,Austin Peay,,,Pacific,,W,,72,69,3,,,True
3456,3456,3615,85,1992-93,1992-12-12,,Eastern Michigan,,,Prairie View,,W,,87,62,25,,,True
3457,3457,3616,86,1992-93,1992-12-12,,Duke,1.0,,Rutgers,,W,,88,79,9,,,True
3458,3458,3617,87,1992-93,1992-12-12,,Southeast Missouri State,,,Central Michigan,,W,,74,61,13,,,True
3459,3459,3618,88,1992-93,1992-12-12,,Santa Clara,,,Southern Utah,,W,,85,76,9,,,True
3460,3460,3619,89,1992-93,1992-12-12,,Columbia,,,St. Francis (NY),,W,,58,50,8,,,True
3461,3461,3620,90,1992-93,1992-12-12,,Cal State Northridge,,,Stetson,,W,,65,61,4,,,True
3462,3462,3621,91,1992-93,1992-12-12,,Arkansas State,,,TCU,,W,,76,55,21,,,True
3463,3463,3622,92,1992-93,1992-12-12,,Old Dominion,,,Virginia Commonwealth,,W,,81,65,16,,,True
3464,3464,3623,93,1992-93,1992-12-12,,Virginia Military Institute,,,Lafayette,,W,,62,56,6,,,True
3465,3465,3624,94,1992-93,1992-12-13,,Robert Morris,,,Canisius,,W,,63,61,2,,,True
3466,3466,3625,95,1992-93,1992-12-13,,St. Bonaventure,,,Hofstra,,W,,66,50,16,,,True
3467,3467,3626,96,1992-93,1992-12-15,,Temple,,,La Salle,,W,,87,60,27,,,True
3468,3468,3627,97,1992-93,1992-12-15,,Pennsylvania,,,Villanova,,W,,71,59,12,,,True
3469,3469,3628,98,1992-93,1992-12-16,,Georgia Tech,17.0,,Georgia,,W,,75,67,8,,,True
3470,3470,3629,99,1992-93,1992-12-16,,Princeton,,,NC State,,W,,50,41,9,,,True
3471,3471,3630,100,1992-93,1992-12-16,,Iona,,,Wagner,,W,,74,67,7,,,True
3472,3472,3631,101,1992-93,1992-12-17,,Arkansas,12.0,,Southeast Missouri State,,W,,96,72,24,,,True
3473,3473,3632,102,1992-93,1992-12-18,,Georgia Southern,,,Alcorn State,,W,,69,59,10,,,True
3474,3474,3633,103,1992-93,1992-12-18,,Idaho,,,Georgia State,,W,,70,64,6,,,True
3475,3475,3634,0,1992-93,1992-12-18,,Coastal Carolina,,,Louisiana-Monroe,,W,,77,68,9,,,True
3476,3476,3635,1,1992-93,1992-12-18,,Auburn,,,Louisiana Tech,,W,,65,45,20,,,True
3477,3477,3636,2,1992-93,1992-12-18,,East Carolina,,,Southeastern Louisiana,,W,,72,65,7,,,True
3478,3478,3637,3,1992-93,1992-12-18,,Vanderbilt,,,North Carolina A&T,,W,,87,51,36,,,True
3479,3479,3638,4,1992-93,1992-12-18,,Xavier,,,Delaware,,W,,74,66,8,,,True
3480,3480,3639,5,1992-93,1992-12-19,,Alcorn State,,,Campbell,,W,,85,61,24,,,True
3481,3481,3640,6,1992-93,1992-12-19,,Florida State,10.0,,Charlotte,,W,,63,59,4,,,True
3482,3482,3641,7,1992-93,1992-12-19,,Louisiana Tech,,,Alabama State,,W,,88,83,5,,,True
3483,3483,3642,8,1992-93,1992-12-19,,Michigan,6.0,,Iowa State,,W,,94,72,22,,,True
3484,3484,3643,9,1992-93,1992-12-19,,North Carolina A&T,,,Arkansas State,,W,,102,100,2,,,True
3485,3485,3644,10,1992-93,1992-12-19,,Pittsburgh,,,Duquesne,,W,,102,91,11,,,True
3486,3486,3645,11,1992-93,1992-12-19,,Delaware,,,Rice,,W,,71,65,6,,,True
3487,3487,3646,12,1992-93,1992-12-19,,Dartmouth,,,Samford,,W,,60,58,2,,,True
3488,3488,3647,13,1992-93,1992-12-19,,Louisiana-Monroe,,,South Carolina State,,W,,97,68,29,,,True
3489,3489,3648,14,1992-93,1992-12-19,,Temple,,,Florida,,W,,67,62,5,,,True
3490,3490,3649,15,1992-93,1992-12-19,,Southeastern Louisiana,,,Texas-Rio Grande Valley,,W,,87,69,18,,,True
3491,3491,3650,16,1992-93,1992-12-19,,UCLA,13.0,,Georgia,,W,,68,63,5,,,True
3492,3492,3651,17,1992-93,1992-12-20,,Florida,,,Charlotte,,W,,70,69,1,,,True
3493,3493,3652,18,1992-93,1992-12-20,,Eastern Michigan,,,Illinois-Chicago,,W,,89,81,8,,,True
3494,3494,3653,19,1992-93,1992-12-20,,Mississippi State,,,Florida International,,W,,58,51,7,,,True
3495,3495,3655,21,1992-93,1992-12-20,,Southern Illinois,,,Radford,,W,,108,82,26,,,True
3496,3496,3656,22,1992-93,1992-12-20,,Florida State,10.0,,Temple,,W,,91,80,11,,,True
3497,3497,3657,23,1992-93,1992-12-20,,Texas State,,,Samford,,W,,75,71,4,,,True
3498,3498,3658,24,1992-93,1992-12-20,,Xavier,,,Rice,,W,,75,60,15,,,True
3499,3499,3659,25,1992-93,1992-12-21,,Duke,1.0,,DePaul,,W,,89,73,16,,,True
3500,3500,3660,26,1992-93,1992-12-21,,Iowa,8.0,,Eastern Michigan,,W,,103,66,37,,,True
3501,3501,3661,27,1992-93,1992-12-21,,Arkansas,10.0,,Jackson State,,W,,123,76,47,,,True
3502,3502,3662,28,1992-93,1992-12-21,,Northeastern,,,McNeese State,,W,,78,72,6,,,True
3503,3503,3663,29,1992-93,1992-12-21,,Brigham Young,,,Oklahoma,9.0,W,,76,75,1,,,True
3504,3504,3664,30,1992-93,1992-12-21,,Florida International,,,Radford,,W,,69,65,4,,,True
3505,3505,3665,31,1992-93,1992-12-21,,Mississippi Valley State,,,South Florida,,W,,85,81,4,,,True
3506,3506,3666,32,1992-93,1992-12-21,,Southern Illinois,,,Mississippi State,,W,,76,64,12,,,True
3507,3507,3667,33,1992-93,1992-12-21,,Louisiana State,,,Stanford,,W,,72,63,9,,,True
3508,3508,3668,34,1992-93,1992-12-22,,Illinois-Chicago,,,Florida International,,W,,87,85,2,,,True
3509,3509,3669,35,1992-93,1992-12-22,,Duke,1.0,,Louisiana State,,W,,96,67,29,,,True
3510,3510,3670,36,1992-93,1992-12-22,,Brigham Young,,,Memphis,,W,,73,67,6,,,True
3511,3511,3671,37,1992-93,1992-12-22,,Mississippi State,,,Eastern Michigan,,W,,74,58,16,,,True
3512,3512,3672,38,1992-93,1992-12-22,,Grambling,,,Northeastern,,W,,94,83,11,,,True
3513,3513,3673,39,1992-93,1992-12-22,,Nicholls State,,,South Florida,,W,,94,84,10,,,True
3514,3514,3674,40,1992-93,1992-12-22,,Iowa,8.0,,Southern Illinois,,W,,90,70,20,,,True
3515,3515,3676,42,1992-93,1992-12-22,,DePaul,,,Stanford,,W,,76,67,9,,,True
3516,3516,3677,43,1992-93,1992-12-23,,Duke,1.0,,Brigham Young,,W,,89,66,23,,,True
3517,3517,3678,44,1992-93,1992-12-23,,Memphis,,,Louisiana State,,W,,70,66,4,,,True
3518,3518,3679,45,1992-93,1992-12-23,,Missouri,,,Illinois,,W,,66,65,1,,,True
3519,3519,3680,46,1992-93,1992-12-23,,Oklahoma,9.0,,DePaul,,W,,108,94,14,,,True
3520,3520,3681,47,1992-93,1992-12-23,,Temple,,,Penn State,,W,,70,61,9,,,True
3521,3521,3682,48,1992-93,1992-12-27,,Indiana,4.0,,Butler,,W,,90,48,42,,,True
3522,3522,3683,49,1992-93,1992-12-27,,Kansas,2.0,,Jackson State,,W,,93,85,8,,,True
3523,3523,3684,50,1992-93,1992-12-27,,North Carolina,5.0,,Louisiana,,W,,80,59,21,,,True
3524,3524,3685,51,1992-93,1992-12-27,,Michigan,6.0,,Nebraska,17.0,W,,88,73,15,,,True
3525,3525,3686,52,1992-93,1992-12-27,,Southern California,,,Miami (FL),,W,,86,66,20,,,True
3526,3526,3687,53,1992-93,1992-12-27,,Colorado,,,St. Francis (NY),,W,,79,61,18,,,True
3527,3527,3688,54,1992-93,1992-12-27,,Texas Tech,,,Montana State,,W,,79,70,9,,,True
3528,3528,3689,55,1992-93,1992-12-28,,Clemson,,,Appalachian State,,W,,91,73,18,,,True
3529,3529,3690,56,1992-93,1992-12-28,,Arkansas,9.0,,Coastal Carolina,,W,,93,74,19,,,True
3530,3530,3691,57,1992-93,1992-12-28,,Drexel,,,Alabama State,,W,,83,75,8,,,True
3531,3531,3692,58,1992-93,1992-12-28,,Indiana,4.0,,Colorado,,W,,85,65,20,,,True
3532,3532,3693,59,1992-93,1992-12-28,,Jackson State,,,Fordham,,W,,67,43,24,,,True
3533,3533,3694,60,1992-93,1992-12-28,,Louisiana,,,Nebraska,20.0,W,,109,80,29,,,True
3534,3534,3695,61,1992-93,1992-12-28,,Ball State,,,Marist,,W,,78,64,14,,,True
3535,3535,3697,63,1992-93,1992-12-28,,Massachusetts,,,Holy Cross,,W,,81,66,15,,,True
3536,3536,3698,64,1992-93,1992-12-28,,Michigan,6.0,,North Carolina,5.0,W,,79,78,1,,,True
3537,3537,3699,65,1992-93,1992-12-28,,Oregon,,,Brigham Young,25.0,W,,76,70,6,,,True
3538,3538,3700,66,1992-93,1992-12-28,,Ohio State,,,Oregon State,,W,,85,77,8,,,True
3539,3539,3701,67,1992-93,1992-12-28,,Pennsylvania,,,Northwestern,,W,,64,61,3,,,True
3540,3540,3702,68,1992-93,1992-12-28,,Purdue,13.0,,Florida,,W,,67,63,4,,,True
3541,3541,3703,69,1992-93,1992-12-28,,Detroit Mercy,,,Richmond,,W,,82,70,12,,,True
3542,3542,3704,70,1992-93,1992-12-28,,Bowling Green State,,,Rider,,W,,68,62,6,,,True
3543,3543,3705,71,1992-93,1992-12-28,,Kentucky,3.0,,Rutgers,,W,,89,67,22,,,True
3544,3544,3706,72,1992-93,1992-12-28,,Ohio,,,Saint Mary's (CA),,W,,73,61,12,,,True
3545,3545,3707,73,1992-93,1992-12-28,,San Francisco,,,Missouri,,W,,78,71,7,,,True
3546,3546,3708,74,1992-93,1992-12-28,,South Carolina,,,UAB,,W,,75,68,7,,,True
3547,3547,3709,75,1992-93,1992-12-28,,Butler,,,St. Francis (NY),,W,,91,60,31,,,True
3548,3548,3710,76,1992-93,1992-12-28,,St. John's (NY),,,Manhattan,,W,,74,59,15,,,True
3549,3549,3711,77,1992-93,1992-12-28,,Saint Joseph's,,,Texas A&M,,W,,64,50,14,,,True
3550,3550,3712,78,1992-93,1992-12-28,,Texas Tech,,,UT Arlington,,W,,98,86,12,,,True
3551,3551,3713,79,1992-93,1992-12-28,,Wagner,,,Akron,,W,,76,60,16,,,True
3552,3552,3714,80,1992-93,1992-12-28,,Wake Forest,,,Davidson,,W,,71,52,19,,,True
3553,3553,3715,81,1992-93,1992-12-28,,West Virginia,,,La Salle,,W,,80,67,13,,,True
3554,3554,3716,82,1992-93,1992-12-29,,Florida,,,Austin Peay,,W,,86,62,24,,,True
3555,3555,3718,84,1992-93,1992-12-29,,Holy Cross,,,UAB,,W,,90,83,7,,,True
3556,3556,3719,85,1992-93,1992-12-29,,James Madison,,,California,19.0,W,,90,75,15,,,True
3557,3557,3720,86,1992-93,1992-12-29,,La Salle,,,Delaware State,,W,,83,74,9,,,True
3558,3558,3721,87,1992-93,1992-12-29,,Ball State,,,Liberty,,W,,90,80,10,,,True
3559,3559,3722,88,1992-93,1992-12-29,,Long Beach State,,,Eastern Washington,,W,,76,59,17,,,True
3560,3560,3723,89,1992-93,1992-12-29,,Jackson State,,,Louisiana,,W,,87,85,2,,,True
3561,3561,3724,90,1992-93,1992-12-29,,Michigan,6.0,,Kansas,2.0,W,,86,74,12,,,True
3562,3562,3725,91,1992-93,1992-12-29,,Nebraska,20.0,,Fordham,,W,,79,55,24,,,True
3563,3563,3726,92,1992-93,1992-12-29,,Delaware,,,UNC Greensboro,,W,,67,60,7,,,True
3564,3564,3727,93,1992-93,1992-12-29,,Oklahoma,15.0,,Alaska-Anchorage,,W,,102,70,32,,,True
3565,3565,3728,94,1992-93,1992-12-29,,Ohio State,,,Oregon,,W,,79,75,4,,,True
3566,3566,3729,95,1992-93,1992-12-29,,Oregon State,,,Brigham Young,25.0,W,,93,79,14,,,True
3567,3567,3730,96,1992-93,1992-12-29,,Pepperdine,,,Georgia State,,W,,79,60,19,,,True
3568,3568,3731,97,1992-93,1992-12-29,,Alabama,,,Rhode Island,,W,,79,78,1,,,True
3569,3569,3732,98,1992-93,1992-12-29,,Duquesne,,,Richmond,,W,,70,65,5,,,True
3570,3570,3733,99,1992-93,1992-12-29,,Air Force,,,Rider,,W,,75,66,9,,,True
3571,3571,3734,100,1992-93,1992-12-29,,Rutgers,,,Manhattan,,W,,80,76,4,,,True
3572,3572,3735,101,1992-93,1992-12-29,,Notre Dame,,,Saint Joseph's,,W,,68,65,3,,,True
3573,3573,3736,102,1992-93,1992-12-29,,Saint Mary's (CA),,,American,,W,,61,52,9,,,True
3574,3574,3737,103,1992-93,1992-12-29,,Alabama State,,,Sam Houston State,,W,,82,75,7,,,True
3575,3575,3738,0,1992-93,1992-12-29,,San Francisco,,,Idaho,,W,,86,85,1,,,True
3576,3576,3739,1,1992-93,1992-12-29,,Massachusetts,,,South Carolina,,W,,84,66,18,,,True
3577,3577,3740,2,1992-93,1992-12-29,,Southern Utah,,,Loyola (MD),,W,,81,71,10,,,True
3578,3578,3741,3,1992-93,1992-12-29,,Washington State,,,Princeton,,W,,72,49,23,,,True
3579,3579,3742,4,1992-93,1992-12-29,,Texas,,,Weber State,,W,,104,96,8,,,True
3580,3580,3743,5,1992-93,1992-12-29,,William & Mary,,,Northwestern,,W,,77,69,8,,,True
3581,3581,3744,6,1992-93,1992-12-30,,Chattanooga,,,Pepperdine,,W,,80,67,13,,,True
3582,3582,3745,7,1992-93,1992-12-30,,Cornell,,,California,19.0,W,,74,54,20,,,True
3583,3583,3746,8,1992-93,1992-12-30,,Idaho,,,Liberty,,W,,76,74,2,,,True
3584,3584,3747,9,1992-93,1992-12-30,,Louisiana-Monroe,,,Arkansas,9.0,W,,87,78,9,,,True
3585,3585,3748,10,1992-93,1992-12-30,,George Mason,,,Loyola (MD),,W,,63,55,8,,,True
3586,3586,3749,11,1992-93,1992-12-30,,Missouri,,,Marist,,W,,69,56,13,,,True
3587,3587,3750,12,1992-93,1992-12-30,,Navy,,,Eastern Washington,,W,,57,56,1,,,True
3588,3588,3751,13,1992-93,1992-12-30,,UNC Greensboro,,,Army,,W,,67,47,20,,,True
3589,3589,3752,14,1992-93,1992-12-30,,Oklahoma,15.0,,Texas,,W,,85,76,9,,,True
3590,3590,3753,15,1992-93,1992-12-30,,Princeton,,,New Hampshire,,W,,75,60,15,,,True
3591,3591,3754,16,1992-93,1992-12-30,,Rhode Island,,,Harvard,,W,,80,67,13,,,True
3592,3592,3755,17,1992-93,1992-12-30,,Ball State,,,San Francisco,,W,,81,72,9,,,True
3593,3593,3756,18,1992-93,1992-12-30,,Georgia State,,,Southern,,W,,83,79,4,,,True
3594,3594,3757,19,1992-93,1993-01-02,,Oklahoma State,,,Southern Methodist,,W,,75,59,16,,,True
3595,3595,3759,21,1992-93,1993-01-03,,Kentucky,3.0,,Indiana,4.0,W,,81,78,3,,,True
3596,3596,3760,22,1992-93,1993-01-07,,Cincinnati,16.0,,Massachusetts,22.0,W,,64,53,11,,,True
3597,3597,3761,23,1992-93,1993-01-19,,Maryland,,,Oklahoma,12.0,W,,89,78,11,,,True
