,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,playoff
25,1969-70,1970-03-14,,UCLA,2,,Utah State,16,W,,101,79,22,,,True
26,1969-70,1970-03-19,,Jacksonville,4,,St. Bonaventure,3,W,,91,83,8,,,True
27,1969-70,1970-03-19,,UCLA,2,,New Mexico State,5,W,,93,77,16,,,True
28,1969-70,1970-03-21,,UCLA,2,,Jacksonville,4,W,,80,69,11,,,True
29,1969-70,1970-03-21,,New Mexico State,5,,St. Bonaventure,3,W,,79,73,6,,,True
30,1970-71,1971-03-13,,Brigham Young,,,Utah State,16,W,,91,82,9,,,True
31,1970-71,1971-03-13,,Pennsylvania,4,,Duquesne,11,W,,70,65,5,,,True
32,1970-71,1971-03-13,,Fordham,10,,Furman,,W,,105,74,31,,,True
33,1970-71,1971-03-13,,Houston,18,,New Mexico State,,W,,72,69,3,,,True
34,1970-71,1971-03-13,,Western Kentucky,7,,Jacksonville,9,W,,74,72,2,,,True
35,1970-71,1971-03-13,,Long Beach State,17,,Weber State,,W,,77,66,11,,,True
36,1970-71,1971-03-13,,Marquette,2,,Miami (OH),20,W,,62,47,15,,,True
37,1970-71,1971-03-13,,Notre Dame,14,,TCU,,W,,102,94,8,,,True
38,1970-71,1971-03-13,,Villanova,,,Saint Joseph's,,W,,93,75,18,,,True
39,1970-71,1971-03-18,,UCLA,1,,Brigham Young,20,W,,91,73,18,,,True
40,1970-71,1971-03-18,,Drake,18,,Notre Dame,12,W,,79,72,7,,1,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,1970-71,1971-03-18,,Villanova,19,,Fordham,9,W,,85,75,10,,,True
43,1970-71,1971-03-18,,Kansas,4,,Houston,14,W,,78,77,1,,,True
44,1970-71,1971-03-18,,Western Kentucky,7,,Kentucky,8,W,,107,83,24,,,True
45,1970-71,1971-03-18,,Long Beach State,16,,Pacific,,W,,78,65,13,,,True
46,1970-71,1971-03-18,,Ohio State,10,,Marquette,2,W,,60,59,1,,,True
47,1970-71,1971-03-18,,Pennsylvania,3,,South Carolina,6,W,,79,64,15,,,True
48,1970-71,1971-03-20,,Pacific,,,Brigham Young,20,W,,84,81,3,,,True
49,1970-71,1971-03-20,,Kansas,4,,Drake,18,W,,73,71,2,,,True
50,1970-71,1971-03-20,,Fordham,9,,South Carolina,6,W,,100,90,10,,,True
51,1970-71,1971-03-20,,Houston,14,,Notre Dame,12,W,,119,106,13,,,True
52,1970-71,1971-03-20,,Marquette,2,,Kentucky,8,W,,91,74,17,,,True
53,1970-71,1971-03-20,,UCLA,1,,Long Beach State,16,W,,57,55,2,,,True
54,1970-71,1971-03-20,,Western Kentucky,7,,Ohio State,10,W,,81,78,3,,1,True
55,1970-71,1971-03-20,,Villanova,19,,Pennsylvania,3,W,,90,47,43,,,True
56,1970-71,1971-03-25,,UCLA,1,,Kansas,4,W,,68,60,8,,,True
57,1970-71,1971-03-25,,Villanova,19,,Western Kentucky,7,W,,92,89,3,,2,True
58,1970-71,1971-03-27,,Western Kentucky,7,,Kansas,4,W,,77,75,2,,,True
59,1970-71,1971-03-27,,UCLA,1,,Villanova,19,W,,68,62,6,,,True
0,1970-71,1971-03-13,,Brigham Young,,,Utah State,16,W,,91,82,9,,,True
1,1970-71,1971-03-13,,Pennsylvania,4,,Duquesne,11,W,,70,65,5,,,True
2,1970-71,1971-03-13,,Fordham,10,,Furman,,W,,105,74,31,,,True
3,1970-71,1971-03-13,,Houston,18,,New Mexico State,,W,,72,69,3,,,True
4,1970-71,1971-03-13,,Western Kentucky,7,,Jacksonville,9,W,,74,72,2,,,True
5,1970-71,1971-03-13,,Long Beach State,17,,Weber State,,W,,77,66,11,,,True
6,1970-71,1971-03-13,,Marquette,2,,Miami (OH),20,W,,62,47,15,,,True
7,1970-71,1971-03-13,,Notre Dame,14,,TCU,,W,,102,94,8,,,True
8,1970-71,1971-03-13,,Villanova,,,Saint Joseph's,,W,,93,75,18,,,True
9,1970-71,1971-03-18,,UCLA,1,,Brigham Young,20,W,,91,73,18,,,True
10,1970-71,1971-03-18,,Drake,18,,Notre Dame,12,W,,79,72,7,,1,True
11,1970-71,1971-03-18,,Villanova,19,,Fordham,9,W,,85,75,10,,,True
12,1970-71,1971-03-18,,Kansas,4,,Houston,14,W,,78,77,1,,,True
13,1970-71,1971-03-18,,Western Kentucky,7,,Kentucky,8,W,,107,83,24,,,True
14,1970-71,1971-03-18,,Long Beach State,16,,Pacific,,W,,78,65,13,,,True
15,1970-71,1971-03-18,,Ohio State,10,,Marquette,2,W,,60,59,1,,,True
16,1970-71,1971-03-18,,Pennsylvania,3,,South Carolina,6,W,,79,64,15,,,True
17,1970-71,1971-03-20,,Pacific,,,Brigham Young,20,W,,84,81,3,,,True
18,1970-71,1971-03-20,,Kansas,4,,Drake,18,W,,73,71,2,,,True
19,1970-71,1971-03-20,,Fordham,9,,South Carolina,6,W,,100,90,10,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,1970-71,1971-03-20,,Houston,14,,Notre Dame,12,W,,119,106,13,,,True
22,1970-71,1971-03-20,,Marquette,2,,Kentucky,8,W,,91,74,17,,,True
23,1970-71,1971-03-20,,UCLA,1,,Long Beach State,16,W,,57,55,2,,,True
24,1970-71,1971-03-20,,Western Kentucky,7,,Ohio State,10,W,,81,78,3,,1,True
25,1970-71,1971-03-20,,Villanova,19,,Pennsylvania,3,W,,90,47,43,,,True
26,1970-71,1971-03-25,,UCLA,1,,Kansas,4,W,,68,60,8,,,True
27,1970-71,1971-03-25,,Villanova,19,,Western Kentucky,7,W,,92,89,3,,2,True
28,1970-71,1971-03-27,,Western Kentucky,7,,Kansas,4,W,,77,75,2,,,True
29,1970-71,1971-03-27,,UCLA,1,,Villanova,19,W,,68,62,6,,,True
30,1971-72,1972-03-11,,Long Beach State,5,,Brigham Young,8,W,,95,90,5,,1,True
31,1971-72,1972-03-11,,Villanova,,,East Carolina,,W,,85,70,15,,,True
32,1971-72,1972-03-11,,Florida State,14,,Eastern Kentucky,,W,,83,81,2,,,True
33,1971-72,1972-03-11,,Weber State,,,Hawaii,12,W,,91,64,27,,,True
34,1971-72,1972-03-11,,Texas,,,Houston,19,W,,85,74,11,,,True
35,1971-72,1972-03-11,,Louisiana,9,,Marshall,10,W,,112,101,11,,,True
36,1971-72,1972-03-11,,Marquette,7,,Ohio,,W,,73,49,24,,,True
37,1971-72,1972-03-11,,Pennsylvania,2,,Providence,,W,,76,60,16,,,True
38,1971-72,1972-03-11,,South Carolina,6,,Temple,,W,,53,51,2,,,True
39,1971-72,1972-03-16,,Florida State,10,,Minnesota,11,W,,70,56,14,,,True
40,1971-72,1972-03-16,,Kansas State,,,Texas,,W,,66,55,11,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,1971-72,1972-03-16,,Kentucky,18,,Marquette,7,W,,85,69,16,,,True
43,1971-72,1972-03-16,,Long Beach State,5,,San Francisco,,W,,75,55,20,,,True
44,1971-72,1972-03-16,,Louisville,4,,Louisiana,8,W,,88,84,4,,,True
45,1971-72,1972-03-16,,North Carolina,2,,South Carolina,6,W,,92,69,23,,,True
46,1971-72,1972-03-16,,Pennsylvania,3,,Villanova,15,W,,78,67,11,,,True
47,1971-72,1972-03-16,,UCLA,1,,Weber State,,W,,90,58,32,,,True
48,1971-72,1972-03-18,,Florida State,10,,Kentucky,18,W,,73,54,19,,,True
49,1971-72,1972-03-18,,Louisville,4,,Kansas State,,W,,72,65,7,,,True
50,1971-72,1972-03-18,,UCLA,1,,Long Beach State,5,W,,73,57,16,,,True
51,1971-72,1972-03-18,,Louisiana,8,,Texas,,W,,100,70,30,,,True
52,1971-72,1972-03-18,,Minnesota,11,,Marquette,7,W,,77,72,5,,,True
53,1971-72,1972-03-18,,North Carolina,2,,Pennsylvania,3,W,,73,59,14,,,True
54,1971-72,1972-03-18,,South Carolina,6,,Villanova,15,W,,90,78,12,,,True
55,1971-72,1972-03-20,,San Francisco,,,Weber State,,W,,74,64,10,,,True
56,1971-72,1972-03-23,,Florida State,10,,North Carolina,2,W,,79,75,4,,,True
57,1971-72,1972-03-23,,UCLA,1,,Louisville,4,W,,96,77,19,,,True
58,1971-72,1972-03-25,,UCLA,1,,Florida State,10,W,,81,76,5,,,True
59,1971-72,1972-03-25,,North Carolina,2,,Louisville,4,W,,105,91,14,,,True
0,1971-72,1972-03-11,,Long Beach State,5,,Brigham Young,8,W,,95,90,5,,1,True
1,1971-72,1972-03-11,,Villanova,,,East Carolina,,W,,85,70,15,,,True
2,1971-72,1972-03-11,,Florida State,14,,Eastern Kentucky,,W,,83,81,2,,,True
3,1971-72,1972-03-11,,Weber State,,,Hawaii,12,W,,91,64,27,,,True
4,1971-72,1972-03-11,,Texas,,,Houston,19,W,,85,74,11,,,True
5,1971-72,1972-03-11,,Louisiana,9,,Marshall,10,W,,112,101,11,,,True
6,1971-72,1972-03-11,,Marquette,7,,Ohio,,W,,73,49,24,,,True
7,1971-72,1972-03-11,,Pennsylvania,2,,Providence,,W,,76,60,16,,,True
8,1971-72,1972-03-11,,South Carolina,6,,Temple,,W,,53,51,2,,,True
9,1971-72,1972-03-16,,Florida State,10,,Minnesota,11,W,,70,56,14,,,True
10,1971-72,1972-03-16,,Kansas State,,,Texas,,W,,66,55,11,,,True
11,1971-72,1972-03-16,,Kentucky,18,,Marquette,7,W,,85,69,16,,,True
12,1971-72,1972-03-16,,Long Beach State,5,,San Francisco,,W,,75,55,20,,,True
13,1971-72,1972-03-16,,Louisville,4,,Louisiana,8,W,,88,84,4,,,True
14,1971-72,1972-03-16,,North Carolina,2,,South Carolina,6,W,,92,69,23,,,True
15,1971-72,1972-03-16,,Pennsylvania,3,,Villanova,15,W,,78,67,11,,,True
16,1971-72,1972-03-16,,UCLA,1,,Weber State,,W,,90,58,32,,,True
17,1971-72,1972-03-18,,Florida State,10,,Kentucky,18,W,,73,54,19,,,True
18,1971-72,1972-03-18,,Louisville,4,,Kansas State,,W,,72,65,7,,,True
19,1971-72,1972-03-18,,UCLA,1,,Long Beach State,5,W,,73,57,16,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,1971-72,1972-03-18,,Louisiana,8,,Texas,,W,,100,70,30,,,True
22,1971-72,1972-03-18,,Minnesota,11,,Marquette,7,W,,77,72,5,,,True
23,1971-72,1972-03-18,,North Carolina,2,,Pennsylvania,3,W,,73,59,14,,,True
24,1971-72,1972-03-18,,South Carolina,6,,Villanova,15,W,,90,78,12,,,True
25,1971-72,1972-03-20,,San Francisco,,,Weber State,,W,,74,64,10,,,True
26,1971-72,1972-03-23,,Florida State,10,,North Carolina,2,W,,79,75,4,,,True
27,1971-72,1972-03-23,,UCLA,1,,Louisville,4,W,,96,77,19,,,True
28,1971-72,1972-03-25,,UCLA,1,,Florida State,10,W,,81,76,5,,,True
29,1971-72,1972-03-25,,North Carolina,2,,Louisville,4,W,,105,91,14,,,True
30,1972-73,1973-03-10,,Arizona State,,,Oklahoma City,,W,,103,78,25,,,True
31,1972-73,1973-03-10,,Austin Peay,,,Jacksonville,16,W,,77,75,2,,,True
32,1972-73,1973-03-10,,Syracuse,13,,Furman,,W,,83,82,1,,,True
33,1972-73,1973-03-10,,Louisiana,14,,Houston,7,W,,102,89,13,,,True
34,1972-73,1973-03-10,,Long Beach State,4,,Weber State,,W,,88,75,13,,1,True
35,1972-73,1973-03-10,,Marquette,6,,Miami (OH),,W,,77,62,15,,,True
36,1972-73,1973-03-10,,Pennsylvania,,,St. John's (NY),17,W,,62,61,1,,,True
37,1972-73,1973-03-10,,Providence,5,,Saint Joseph's,18,W,,89,76,13,,,True
38,1972-73,1973-03-10,,South Carolina,,,Texas Tech,,W,,78,70,8,,,True
39,1972-73,1973-03-15,,UCLA,1,,Arizona State,16,W,,98,81,17,,,True
40,1972-73,1973-03-15,,Kentucky,17,,Austin Peay,19,W,,106,100,6,,1,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,1972-73,1973-03-15,,Indiana,6,,Marquette,5,W,,75,69,6,,,True
43,1972-73,1973-03-15,,Kansas State,9,,Louisiana,7,W,,66,63,3,,,True
44,1972-73,1973-03-15,,San Francisco,20,,Long Beach State,3,W,,77,67,10,,,True
45,1972-73,1973-03-15,,Maryland,8,,Syracuse,14,W,,91,75,16,,,True
46,1972-73,1973-03-15,,Memphis,12,,South Carolina,,W,,90,76,14,,,True
47,1972-73,1973-03-15,,Providence,4,,Pennsylvania,18,W,,87,65,22,,,True
48,1972-73,1973-03-17,,Long Beach State,3,,Arizona State,16,W,,84,80,4,,,True
49,1972-73,1973-03-17,,Marquette,5,,Austin Peay,19,W,,88,73,15,,,True
50,1972-73,1973-03-17,,Indiana,6,,Kentucky,17,W,,72,65,7,,,True
51,1972-73,1973-03-17,,Memphis,12,,Kansas State,9,W,,92,72,20,,,True
52,1972-73,1973-03-17,,South Carolina,,,Louisiana,7,W,,90,85,5,,,True
53,1972-73,1973-03-17,,Providence,4,,Maryland,8,W,,103,89,14,,,True
54,1972-73,1973-03-17,,Syracuse,14,,Pennsylvania,18,W,,69,68,1,,,True
55,1972-73,1973-03-17,,UCLA,1,,San Francisco,20,W,,54,39,15,,,True
56,1972-73,1973-03-24,,UCLA,1,,Indiana,6,W,,70,59,11,,,True
57,1972-73,1973-03-24,,Memphis,12,,Providence,4,W,,98,85,13,,,True
58,1972-73,1973-03-26,,Indiana,6,,Providence,4,W,,97,79,18,,,True
59,1972-73,1973-03-26,,UCLA,1,,Memphis,12,W,,87,66,21,,,True
0,1972-73,1973-03-10,,Arizona State,,,Oklahoma City,,W,,103,78,25,,,True
1,1972-73,1973-03-10,,Austin Peay,,,Jacksonville,16,W,,77,75,2,,,True
2,1972-73,1973-03-10,,Syracuse,13,,Furman,,W,,83,82,1,,,True
3,1972-73,1973-03-10,,Louisiana,14,,Houston,7,W,,102,89,13,,,True
4,1972-73,1973-03-10,,Long Beach State,4,,Weber State,,W,,88,75,13,,1,True
5,1972-73,1973-03-10,,Marquette,6,,Miami (OH),,W,,77,62,15,,,True
6,1972-73,1973-03-10,,Pennsylvania,,,St. John's (NY),17,W,,62,61,1,,,True
7,1972-73,1973-03-10,,Providence,5,,Saint Joseph's,18,W,,89,76,13,,,True
8,1972-73,1973-03-10,,South Carolina,,,Texas Tech,,W,,78,70,8,,,True
9,1972-73,1973-03-15,,UCLA,1,,Arizona State,16,W,,98,81,17,,,True
10,1972-73,1973-03-15,,Kentucky,17,,Austin Peay,19,W,,106,100,6,,1,True
11,1972-73,1973-03-15,,Indiana,6,,Marquette,5,W,,75,69,6,,,True
12,1972-73,1973-03-15,,Kansas State,9,,Louisiana,7,W,,66,63,3,,,True
13,1972-73,1973-03-15,,San Francisco,20,,Long Beach State,3,W,,77,67,10,,,True
14,1972-73,1973-03-15,,Maryland,8,,Syracuse,14,W,,91,75,16,,,True
15,1972-73,1973-03-15,,Memphis,12,,South Carolina,,W,,90,76,14,,,True
16,1972-73,1973-03-15,,Providence,4,,Pennsylvania,18,W,,87,65,22,,,True
17,1972-73,1973-03-17,,Long Beach State,3,,Arizona State,16,W,,84,80,4,,,True
18,1972-73,1973-03-17,,Marquette,5,,Austin Peay,19,W,,88,73,15,,,True
19,1972-73,1973-03-17,,Indiana,6,,Kentucky,17,W,,72,65,7,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,1972-73,1973-03-17,,Memphis,12,,Kansas State,9,W,,92,72,20,,,True
22,1972-73,1973-03-17,,South Carolina,,,Louisiana,7,W,,90,85,5,,,True
23,1972-73,1973-03-17,,Providence,4,,Maryland,8,W,,103,89,14,,,True
24,1972-73,1973-03-17,,Syracuse,14,,Pennsylvania,18,W,,69,68,1,,,True
25,1972-73,1973-03-17,,UCLA,1,,San Francisco,20,W,,54,39,15,,,True
26,1972-73,1973-03-24,,UCLA,1,,Indiana,6,W,,70,59,11,,,True
27,1972-73,1973-03-24,,Memphis,12,,Providence,4,W,,98,85,13,,,True
28,1972-73,1973-03-26,,Indiana,6,,Providence,4,W,,97,79,18,,,True
29,1972-73,1973-03-26,,UCLA,1,,Memphis,12,W,,87,66,21,,,True
30,1973-74,1974-03-09,,Notre Dame,2,,Austin Peay,,W,,108,66,42,,,True
31,1973-74,1974-03-09,,Dayton,,,Cal State Los Angeles,,W,,88,80,8,,,True
32,1973-74,1974-03-09,,Creighton,19,,Texas,,W,,77,61,16,,,True
33,1973-74,1974-03-09,,Furman,,,South Carolina,10,W,,75,67,8,,,True
34,1973-74,1974-03-09,,New Mexico,17,,Idaho State,,W,,73,65,8,,,True
35,1973-74,1974-03-09,,Marquette,11,,Ohio,,W,,85,59,26,,,True
36,1973-74,1974-03-09,,Oral Roberts,20,,Syracuse,,W,,86,82,4,,1,True
37,1973-74,1974-03-09,,Providence,8,,Pennsylvania,,W,,84,69,15,,,True
38,1973-74,1974-03-09,,Pittsburgh,14,,Saint Joseph's,,W,,54,42,12,,,True
39,1973-74,1974-03-14,,Kansas,14,,Creighton,19,W,,55,54,1,,,True
40,1973-74,1974-03-14,,UCLA,2,,Dayton,20,W,,111,100,11,,3,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,1973-74,1974-03-14,,Pittsburgh,13,,Furman,,W,,81,78,3,,,True
43,1973-74,1974-03-14,,Oral Roberts,,,Louisville,16,W,,96,93,3,,,True
44,1973-74,1974-03-14,,Marquette,7,,Vanderbilt,6,W,,69,61,8,,,True
45,1973-74,1974-03-14,,Michigan,12,,Notre Dame,3,W,,77,68,9,,,True
46,1973-74,1974-03-14,,San Francisco,,,New Mexico,17,W,,64,61,3,,,True
47,1973-74,1974-03-14,,NC State,1,,Providence,5,W,,92,78,14,,,True
48,1973-74,1974-03-16,,Creighton,19,,Louisville,16,W,,80,71,9,,,True
49,1973-74,1974-03-16,,New Mexico,17,,Dayton,20,W,,66,61,5,,,True
50,1973-74,1974-03-16,,Providence,5,,Furman,,W,,95,83,12,,,True
51,1973-74,1974-03-16,,Kansas,14,,Oral Roberts,,W,,93,90,3,,1,True
52,1973-74,1974-03-16,,Marquette,7,,Michigan,12,W,,72,70,2,,,True
53,1973-74,1974-03-16,,NC State,1,,Pittsburgh,13,W,,100,72,28,,,True
54,1973-74,1974-03-16,,Notre Dame,3,,Vanderbilt,6,W,,118,88,30,,,True
55,1973-74,1974-03-16,,UCLA,2,,San Francisco,,W,,83,60,23,,,True
56,1973-74,1974-03-23,,Marquette,3,,Kansas,6,W,,64,51,13,,,True
57,1973-74,1974-03-23,,NC State,1,,UCLA,2,W,,80,77,3,,2,True
58,1973-74,1974-03-25,,UCLA,2,,Kansas,6,W,,78,61,17,,,True
59,1973-74,1974-03-25,,NC State,1,,Marquette,3,W,,76,64,12,,,True
0,1973-74,1974-03-09,,Notre Dame,2,,Austin Peay,,W,,108,66,42,,,True
1,1973-74,1974-03-09,,Dayton,,,Cal State Los Angeles,,W,,88,80,8,,,True
2,1973-74,1974-03-09,,Creighton,19,,Texas,,W,,77,61,16,,,True
3,1973-74,1974-03-09,,Furman,,,South Carolina,10,W,,75,67,8,,,True
4,1973-74,1974-03-09,,New Mexico,17,,Idaho State,,W,,73,65,8,,,True
5,1973-74,1974-03-09,,Marquette,11,,Ohio,,W,,85,59,26,,,True
6,1973-74,1974-03-09,,Oral Roberts,20,,Syracuse,,W,,86,82,4,,1,True
7,1973-74,1974-03-09,,Providence,8,,Pennsylvania,,W,,84,69,15,,,True
8,1973-74,1974-03-09,,Pittsburgh,14,,Saint Joseph's,,W,,54,42,12,,,True
9,1973-74,1974-03-14,,Kansas,14,,Creighton,19,W,,55,54,1,,,True
10,1973-74,1974-03-14,,UCLA,2,,Dayton,20,W,,111,100,11,,3,True
11,1973-74,1974-03-14,,Pittsburgh,13,,Furman,,W,,81,78,3,,,True
12,1973-74,1974-03-14,,Oral Roberts,,,Louisville,16,W,,96,93,3,,,True
13,1973-74,1974-03-14,,Marquette,7,,Vanderbilt,6,W,,69,61,8,,,True
14,1973-74,1974-03-14,,Michigan,12,,Notre Dame,3,W,,77,68,9,,,True
15,1973-74,1974-03-14,,San Francisco,,,New Mexico,17,W,,64,61,3,,,True
16,1973-74,1974-03-14,,NC State,1,,Providence,5,W,,92,78,14,,,True
17,1973-74,1974-03-16,,Creighton,19,,Louisville,16,W,,80,71,9,,,True
18,1973-74,1974-03-16,,New Mexico,17,,Dayton,20,W,,66,61,5,,,True
19,1973-74,1974-03-16,,Providence,5,,Furman,,W,,95,83,12,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,1973-74,1974-03-16,,Kansas,14,,Oral Roberts,,W,,93,90,3,,1,True
22,1973-74,1974-03-16,,Marquette,7,,Michigan,12,W,,72,70,2,,,True
23,1973-74,1974-03-16,,NC State,1,,Pittsburgh,13,W,,100,72,28,,,True
24,1973-74,1974-03-16,,Notre Dame,3,,Vanderbilt,6,W,,118,88,30,,,True
25,1973-74,1974-03-16,,UCLA,2,,San Francisco,,W,,83,60,23,,,True
26,1973-74,1974-03-23,,Marquette,3,,Kansas,6,W,,64,51,13,,,True
27,1973-74,1974-03-23,,NC State,1,,UCLA,2,W,,80,77,3,,2,True
28,1973-74,1974-03-25,,UCLA,2,,Kansas,6,W,,78,61,17,,,True
29,1973-74,1974-03-25,,NC State,1,,Marquette,3,W,,76,64,12,,,True
30,1974-75,1975-03-15,,Arizona State,8,,Alabama,10,W,,97,94,3,,,True
31,1974-75,1975-03-15,,Boston College,,,Furman,,W,,82,76,6,,,True
32,1974-75,1975-03-15,,Central Michigan,,,Georgetown,,W,,77,75,2,,,True
33,1974-75,1975-03-15,,Cincinnati,17,,Texas A&M,,W,,87,79,8,,,True
34,1974-75,1975-03-15,,Maryland,4,,Creighton,,W,,83,79,4,,,True
35,1974-75,1975-03-15,,Indiana,1,,UTEP,17,W,,78,53,25,,,True
36,1974-75,1975-03-15,,Notre Dame,12,,Kansas,,W,,77,71,6,,,True
37,1974-75,1975-03-15,,Kansas State,,,Pennsylvania,11,W,,69,62,7,,,True
38,1974-75,1975-03-15,,Kentucky,6,,Marquette,5,W,,76,54,22,,,True
39,1974-75,1975-03-15,,Syracuse,,,La Salle,,W,,87,83,4,,1,True
40,1974-75,1975-03-15,,Louisville,3,,Rutgers,16,W,,91,78,13,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,1974-75,1975-03-15,,UCLA,2,,Michigan,,W,,103,91,12,,1,True
43,1974-75,1975-03-15,,Oregon State,15,,Middle Tennessee,,W,,78,67,11,,,True
44,1974-75,1975-03-15,,Montana,,,Utah State,,W,,69,63,6,,,True
45,1974-75,1975-03-15,,Nevada-Las Vegas,,,San Diego State,,W,,90,80,10,,,True
46,1974-75,1975-03-15,,North Carolina,7,,New Mexico State,,W,,93,69,24,,,True
47,1974-75,1975-03-20,,Arizona State,7,,Nevada-Las Vegas,16,W,,84,81,3,,,True
48,1974-75,1975-03-20,,Kansas State,17,,Boston College,,W,,74,65,9,,,True
49,1974-75,1975-03-20,,Kentucky,5,,Central Michigan,,W,,90,73,17,,,True
50,1974-75,1975-03-20,,Louisville,3,,Cincinnati,12,W,,78,63,15,,,True
51,1974-75,1975-03-20,,Indiana,1,,Oregon State,13,W,,81,71,10,,,True
52,1974-75,1975-03-20,,Maryland,4,,Notre Dame,9,W,,83,71,12,,,True
53,1974-75,1975-03-20,,UCLA,2,,Montana,,W,,67,64,3,,,True
54,1974-75,1975-03-20,,Syracuse,20,,North Carolina,6,W,,78,76,2,,,True
55,1974-75,1975-03-22,,UCLA,2,,Arizona State,7,W,,89,75,14,,,True
56,1974-75,1975-03-22,,North Carolina,6,,Boston College,,W,,110,90,20,,,True
57,1974-75,1975-03-22,,Central Michigan,,,Oregon State,13,W,,88,87,1,,,True
58,1974-75,1975-03-22,,Cincinnati,12,,Notre Dame,9,W,,95,87,8,,1,True
59,1974-75,1975-03-22,,Kentucky,5,,Indiana,1,W,,92,90,2,,,True
60,1974-75,1975-03-22,,Syracuse,20,,Kansas State,17,W,,95,87,8,,1,True
61,1974-75,1975-03-22,,Louisville,3,,Maryland,4,W,,96,82,14,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,1974-75,1975-03-22,,Nevada-Las Vegas,16,,Montana,,W,,75,67,8,,,True
64,1974-75,1975-03-29,,Kentucky,2,,Syracuse,6,W,,95,79,16,,,True
65,1974-75,1975-03-29,,UCLA,1,,Louisville,4,W,,75,74,1,,1,True
66,1974-75,1975-03-31,,UCLA,1,,Kentucky,2,W,,92,85,7,,,True
67,1974-75,1975-03-31,,Louisville,4,,Syracuse,6,W,,96,88,8,,1,True
0,1974-75,1975-03-15,,Arizona State,8,,Alabama,10,W,,97,94,3,,,True
1,1974-75,1975-03-15,,Boston College,,,Furman,,W,,82,76,6,,,True
2,1974-75,1975-03-15,,Central Michigan,,,Georgetown,,W,,77,75,2,,,True
3,1974-75,1975-03-15,,Cincinnati,17,,Texas A&M,,W,,87,79,8,,,True
4,1974-75,1975-03-15,,Maryland,4,,Creighton,,W,,83,79,4,,,True
5,1974-75,1975-03-15,,Indiana,1,,UTEP,17,W,,78,53,25,,,True
6,1974-75,1975-03-15,,Notre Dame,12,,Kansas,,W,,77,71,6,,,True
7,1974-75,1975-03-15,,Kansas State,,,Pennsylvania,11,W,,69,62,7,,,True
8,1974-75,1975-03-15,,Kentucky,6,,Marquette,5,W,,76,54,22,,,True
9,1974-75,1975-03-15,,Syracuse,,,La Salle,,W,,87,83,4,,1,True
10,1974-75,1975-03-15,,Louisville,3,,Rutgers,16,W,,91,78,13,,,True
11,1974-75,1975-03-15,,UCLA,2,,Michigan,,W,,103,91,12,,1,True
12,1974-75,1975-03-15,,Oregon State,15,,Middle Tennessee,,W,,78,67,11,,,True
13,1974-75,1975-03-15,,Montana,,,Utah State,,W,,69,63,6,,,True
14,1974-75,1975-03-15,,Nevada-Las Vegas,,,San Diego State,,W,,90,80,10,,,True
15,1974-75,1975-03-15,,North Carolina,7,,New Mexico State,,W,,93,69,24,,,True
16,1974-75,1975-03-20,,Arizona State,7,,Nevada-Las Vegas,16,W,,84,81,3,,,True
17,1974-75,1975-03-20,,Kansas State,17,,Boston College,,W,,74,65,9,,,True
18,1974-75,1975-03-20,,Kentucky,5,,Central Michigan,,W,,90,73,17,,,True
19,1974-75,1975-03-20,,Louisville,3,,Cincinnati,12,W,,78,63,15,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,1974-75,1975-03-20,,Indiana,1,,Oregon State,13,W,,81,71,10,,,True
22,1974-75,1975-03-20,,Maryland,4,,Notre Dame,9,W,,83,71,12,,,True
23,1974-75,1975-03-20,,UCLA,2,,Montana,,W,,67,64,3,,,True
24,1974-75,1975-03-20,,Syracuse,20,,North Carolina,6,W,,78,76,2,,,True
25,1974-75,1975-03-22,,UCLA,2,,Arizona State,7,W,,89,75,14,,,True
26,1974-75,1975-03-22,,North Carolina,6,,Boston College,,W,,110,90,20,,,True
27,1974-75,1975-03-22,,Central Michigan,,,Oregon State,13,W,,88,87,1,,,True
28,1974-75,1975-03-22,,Cincinnati,12,,Notre Dame,9,W,,95,87,8,,1,True
