,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,playoff
24,2012-13,2013-03-22,,Florida,14,,Northwestern State,,W,,79,47,32,,,True
25,2012-13,2013-03-22,,Florida Gulf Coast,,,Georgetown,8,W,,78,68,10,,,True
26,2012-13,2013-03-22,,Indiana,4,,James Madison,,W,,83,62,21,,,True
27,2012-13,2013-03-22,,Ohio State,7,,Iona,,W,,95,70,25,,,True
28,2012-13,2013-03-22,,Iowa State,,,Notre Dame,23,W,,76,58,18,,,True
29,2012-13,2013-03-22,,Kansas,3,,Western Kentucky,,W,,64,57,7,,,True
30,2012-13,2013-03-22,,La Salle,,,Kansas State,12,W,,63,61,2,,,True
31,2012-13,2013-03-22,,Miami (FL),5,,Pacific,,W,,78,49,29,,,True
32,2012-13,2013-03-22,,Minnesota,,,UCLA,24,W,,83,63,20,,,True
33,2012-13,2013-03-22,,Mississippi,,,Wisconsin,18,W,,57,46,11,,,True
34,2012-13,2013-03-22,,North Carolina,,,Villanova,,W,,78,71,7,,,True
35,2012-13,2013-03-22,,Temple,,,NC State,,W,,76,72,4,,,True
36,2012-13,2013-03-22,,San Diego State,,,Oklahoma,,W,,70,55,15,,,True
37,2012-13,2013-03-23,,Arizona,21,,Harvard,,W,,74,51,23,,,True
38,2012-13,2013-03-23,,Marquette,15,,Butler,,W,,74,72,2,,,True
39,2012-13,2013-03-23,,Syracuse,16,,California,,W,,66,60,6,,,True
40,2012-13,2013-03-23,,Louisville,2,,Colorado State,,W,,82,56,26,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2012-13,2013-03-23,,Wichita State,,,Gonzaga,1,W,,76,70,6,,,True
43,2012-13,2013-03-23,,Michigan State,9,,Memphis,19,W,,70,48,22,,,True
44,2012-13,2013-03-23,,Michigan,10,,Virginia Commonwealth,,W,,78,53,25,,,True
45,2012-13,2013-03-23,,Oregon,25,,Saint Louis,13,W,,74,57,17,,,True
46,2012-13,2013-03-24,,Duke,6,,Creighton,22,W,,66,50,16,,,True
47,2012-13,2013-03-24,,Florida,14,,Minnesota,,W,,78,64,14,,,True
48,2012-13,2013-03-24,,Florida Gulf Coast,,,San Diego State,,W,,81,71,10,,,True
49,2012-13,2013-03-24,,Miami (FL),5,,Illinois,,W,,63,59,4,,,True
50,2012-13,2013-03-24,,Indiana,4,,Temple,,W,,58,52,6,,,True
51,2012-13,2013-03-24,,Ohio State,7,,Iowa State,,W,,78,75,3,,,True
52,2012-13,2013-03-24,,Kansas,3,,North Carolina,,W,,70,58,12,,,True
53,2012-13,2013-03-24,,La Salle,,,Mississippi,,W,,76,74,2,,,True
54,2012-13,2013-03-28,,Ohio State,7,,Arizona,21,W,,73,70,3,,,True
55,2012-13,2013-03-28,,Syracuse,16,,Indiana,4,W,,61,50,11,,,True
56,2012-13,2013-03-28,,Wichita State,,,La Salle,,W,,72,58,14,,,True
57,2012-13,2013-03-28,,Marquette,15,,Miami (FL),5,W,,71,61,10,,,True
58,2012-13,2013-03-29,,Duke,6,,Michigan State,9,W,,71,61,10,,,True
59,2012-13,2013-03-29,,Florida,14,,Florida Gulf Coast,,W,,62,50,12,,,True
60,2012-13,2013-03-29,,Michigan,10,,Kansas,3,W,,87,85,2,,1,True
61,2012-13,2013-03-29,,Louisville,2,,Oregon,25,W,,77,69,8,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,2012-13,2013-03-30,,Syracuse,16,,Marquette,15,W,,55,39,16,,,True
64,2012-13,2013-03-30,,Wichita State,,,Ohio State,7,W,,70,66,4,,,True
65,2012-13,2013-03-31,,Louisville,2,,Duke,6,W,,85,63,22,,,True
66,2012-13,2013-03-31,,Michigan,10,,Florida,14,W,,79,59,20,,,True
67,2012-13,2013-04-06,,Louisville,2,,Wichita State,,W,,72,68,4,,,True
68,2012-13,2013-04-06,,Michigan,10,,Syracuse,16,W,,61,56,5,,,True
69,2012-13,2013-04-08,,Louisville,2,,Michigan,10,W,,82,76,6,,,True
70,2013-14,2014-03-18,,Albany (NY),,,Mount St. Mary's,,W,,71,64,7,,,True
71,2013-14,2014-03-18,,NC State,,,Xavier,,W,,74,59,15,,,True
72,2013-14,2014-03-19,,Cal Poly,,,Texas Southern,,W,,81,69,12,,,True
73,2013-14,2014-03-19,,Tennessee,,,Iowa,,W,,78,65,13,,1,True
74,2013-14,2014-03-20,,Florida,1,,Albany (NY),,W,,67,55,12,,,True
75,2013-14,2014-03-20,,Wisconsin,12,,American,,W,,75,35,40,,,True
76,2013-14,2014-03-20,,Texas,,,Arizona State,,W,,87,85,2,,,True
77,2013-14,2014-03-20,,Oregon,,,Brigham Young,,W,,87,68,19,,,True
78,2013-14,2014-03-20,,Harvard,,,Cincinnati,15,W,,61,57,4,,,True
79,2013-14,2014-03-20,,Pittsburgh,,,Colorado,,W,,77,48,29,,,True
80,2013-14,2014-03-20,,Connecticut,18,,Saint Joseph's,,W,,89,81,8,,1,True
81,2013-14,2014-03-20,,Dayton,,,Ohio State,22,W,,60,59,1,,,True
82,2013-14,2014-03-20,,Michigan State,11,,Delaware,,W,,93,78,15,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2013-14,2014-03-20,,Louisville,5,,Manhattan,,W,,71,64,7,,,True
85,2013-14,2014-03-20,,Michigan,7,,Wofford,,W,,57,40,17,,,True
86,2013-14,2014-03-20,,Villanova,6,,Milwaukee,,W,,73,53,20,,,True
87,2013-14,2014-03-20,,San Diego State,13,,New Mexico State,,W,,73,69,4,,1,True
88,2013-14,2014-03-20,,Saint Louis,25,,NC State,,W,,83,80,3,,1,True
89,2013-14,2014-03-20,,North Dakota State,,,Oklahoma,21,W,,80,75,5,,1,True
90,2013-14,2014-03-20,,Syracuse,14,,Western Michigan,,W,,77,53,24,,,True
91,2013-14,2014-03-21,,Arizona,4,,Weber State,,W,,68,59,9,,,True
92,2013-14,2014-03-21,,Baylor,23,,Nebraska,,W,,74,60,14,,,True
93,2013-14,2014-03-21,,Wichita State,2,,Cal Poly,,W,,64,37,27,,,True
94,2013-14,2014-03-21,,Virginia,3,,Coastal Carolina,,W,,70,59,11,,,True
95,2013-14,2014-03-21,,Creighton,16,,Louisiana,,W,,76,66,10,,,True
96,2013-14,2014-03-21,,Mercer,,,Duke,8,W,,78,71,7,,,True
97,2013-14,2014-03-21,,Kansas,10,,Eastern Kentucky,,W,,80,69,11,,,True
98,2013-14,2014-03-21,,Memphis,,,George Washington,,W,,71,66,5,,,True
99,2013-14,2014-03-21,,Gonzaga,,,Oklahoma State,,W,,85,77,8,,,True
100,2013-14,2014-03-21,,Iowa State,9,,North Carolina Central,,W,,93,75,18,,,True
101,2013-14,2014-03-21,,Kentucky,,,Kansas State,,W,,56,49,7,,,True
102,2013-14,2014-03-21,,Tennessee,,,Massachusetts,,W,,86,67,19,,,True
103,2013-14,2014-03-21,,Stanford,,,New Mexico,17,W,,58,53,5,,,True
0,2013-14,2014-03-21,,North Carolina,19,,Providence,,W,,79,77,2,,,True
1,2013-14,2014-03-21,,Stephen F. Austin,,,Virginia Commonwealth,24,W,,77,75,2,,1,True
2,2013-14,2014-03-21,,UCLA,20,,Tulsa,,W,,76,59,17,,,True
3,2013-14,2014-03-22,,Connecticut,18,,Villanova,6,W,,77,65,12,,,True
4,2013-14,2014-03-22,,Dayton,,,Syracuse,14,W,,55,53,2,,,True
5,2013-14,2014-03-22,,Florida,1,,Pittsburgh,,W,,61,45,16,,,True
6,2013-14,2014-03-22,,Michigan State,11,,Harvard,,W,,80,73,7,,,True
7,2013-14,2014-03-22,,Louisville,5,,Saint Louis,25,W,,66,51,15,,,True
8,2013-14,2014-03-22,,Michigan,7,,Texas,,W,,79,65,14,,,True
9,2013-14,2014-03-22,,San Diego State,13,,North Dakota State,,W,,63,44,19,,,True
10,2013-14,2014-03-22,,Wisconsin,12,,Oregon,,W,,85,77,8,,,True
11,2013-14,2014-03-23,,Arizona,4,,Gonzaga,,W,,84,61,23,,,True
12,2013-14,2014-03-23,,Baylor,23,,Creighton,16,W,,85,55,30,,,True
13,2013-14,2014-03-23,,Iowa State,9,,North Carolina,19,W,,85,83,2,,,True
14,2013-14,2014-03-23,,Stanford,,,Kansas,10,W,,60,57,3,,,True
15,2013-14,2014-03-23,,Kentucky,,,Wichita State,2,W,,78,76,2,,,True
16,2013-14,2014-03-23,,Virginia,3,,Memphis,,W,,78,60,18,,,True
17,2013-14,2014-03-23,,Tennessee,,,Mercer,,W,,83,63,20,,,True
18,2013-14,2014-03-23,,UCLA,20,,Stephen F. Austin,,W,,77,60,17,,,True
19,2013-14,2014-03-27,,Arizona,4,,San Diego State,13,W,,70,64,6,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2013-14,2014-03-27,,Wisconsin,12,,Baylor,23,W,,69,52,17,,,True
22,2013-14,2014-03-27,,Dayton,,,Stanford,,W,,82,72,10,,,True
23,2013-14,2014-03-27,,Florida,1,,UCLA,20,W,,79,68,11,,,True
24,2013-14,2014-03-28,,Connecticut,18,,Iowa State,9,W,,81,76,5,,,True
25,2013-14,2014-03-28,,Kentucky,,,Louisville,5,W,,74,69,5,,,True
26,2013-14,2014-03-28,,Michigan,7,,Tennessee,,W,,73,71,2,,,True
27,2013-14,2014-03-28,,Michigan State,11,,Virginia,3,W,,61,59,2,,,True
28,2013-14,2014-03-29,,Wisconsin,12,,Arizona,4,W,,64,63,1,,1,True
29,2013-14,2014-03-29,,Florida,1,,Dayton,,W,,62,52,10,,,True
30,2013-14,2014-03-30,,Connecticut,18,,Michigan State,11,W,,60,54,6,,,True
31,2013-14,2014-03-30,,Kentucky,,,Michigan,7,W,,75,72,3,,,True
32,2013-14,2014-04-05,,Connecticut,18,,Florida,1,W,,63,53,10,,,True
33,2013-14,2014-04-05,,Kentucky,,,Wisconsin,12,W,,74,73,1,,,True
34,2013-14,2014-04-07,,Connecticut,18,,Kentucky,,W,,60,54,6,,,True
0,2013-14,2014-03-18,,Albany (NY),,,Mount St. Mary's,,W,,71,64,7,,,True
1,2013-14,2014-03-18,,NC State,,,Xavier,,W,,74,59,15,,,True
2,2013-14,2014-03-19,,Cal Poly,,,Texas Southern,,W,,81,69,12,,,True
3,2013-14,2014-03-19,,Tennessee,,,Iowa,,W,,78,65,13,,1,True
4,2013-14,2014-03-20,,Florida,1,,Albany (NY),,W,,67,55,12,,,True
5,2013-14,2014-03-20,,Wisconsin,12,,American,,W,,75,35,40,,,True
6,2013-14,2014-03-20,,Texas,,,Arizona State,,W,,87,85,2,,,True
7,2013-14,2014-03-20,,Oregon,,,Brigham Young,,W,,87,68,19,,,True
8,2013-14,2014-03-20,,Harvard,,,Cincinnati,15,W,,61,57,4,,,True
9,2013-14,2014-03-20,,Pittsburgh,,,Colorado,,W,,77,48,29,,,True
10,2013-14,2014-03-20,,Connecticut,18,,Saint Joseph's,,W,,89,81,8,,1,True
11,2013-14,2014-03-20,,Dayton,,,Ohio State,22,W,,60,59,1,,,True
12,2013-14,2014-03-20,,Michigan State,11,,Delaware,,W,,93,78,15,,,True
13,2013-14,2014-03-20,,Louisville,5,,Manhattan,,W,,71,64,7,,,True
14,2013-14,2014-03-20,,Michigan,7,,Wofford,,W,,57,40,17,,,True
15,2013-14,2014-03-20,,Villanova,6,,Milwaukee,,W,,73,53,20,,,True
16,2013-14,2014-03-20,,San Diego State,13,,New Mexico State,,W,,73,69,4,,1,True
17,2013-14,2014-03-20,,Saint Louis,25,,NC State,,W,,83,80,3,,1,True
18,2013-14,2014-03-20,,North Dakota State,,,Oklahoma,21,W,,80,75,5,,1,True
19,2013-14,2014-03-20,,Syracuse,14,,Western Michigan,,W,,77,53,24,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2013-14,2014-03-21,,Arizona,4,,Weber State,,W,,68,59,9,,,True
22,2013-14,2014-03-21,,Baylor,23,,Nebraska,,W,,74,60,14,,,True
23,2013-14,2014-03-21,,Wichita State,2,,Cal Poly,,W,,64,37,27,,,True
24,2013-14,2014-03-21,,Virginia,3,,Coastal Carolina,,W,,70,59,11,,,True
25,2013-14,2014-03-21,,Creighton,16,,Louisiana,,W,,76,66,10,,,True
26,2013-14,2014-03-21,,Mercer,,,Duke,8,W,,78,71,7,,,True
27,2013-14,2014-03-21,,Kansas,10,,Eastern Kentucky,,W,,80,69,11,,,True
28,2013-14,2014-03-21,,Memphis,,,George Washington,,W,,71,66,5,,,True
29,2013-14,2014-03-21,,Gonzaga,,,Oklahoma State,,W,,85,77,8,,,True
30,2013-14,2014-03-21,,Iowa State,9,,North Carolina Central,,W,,93,75,18,,,True
31,2013-14,2014-03-21,,Kentucky,,,Kansas State,,W,,56,49,7,,,True
32,2013-14,2014-03-21,,Tennessee,,,Massachusetts,,W,,86,67,19,,,True
33,2013-14,2014-03-21,,Stanford,,,New Mexico,17,W,,58,53,5,,,True
34,2013-14,2014-03-21,,North Carolina,19,,Providence,,W,,79,77,2,,,True
35,2013-14,2014-03-21,,Stephen F. Austin,,,Virginia Commonwealth,24,W,,77,75,2,,1,True
36,2013-14,2014-03-21,,UCLA,20,,Tulsa,,W,,76,59,17,,,True
37,2013-14,2014-03-22,,Connecticut,18,,Villanova,6,W,,77,65,12,,,True
38,2013-14,2014-03-22,,Dayton,,,Syracuse,14,W,,55,53,2,,,True
39,2013-14,2014-03-22,,Florida,1,,Pittsburgh,,W,,61,45,16,,,True
40,2013-14,2014-03-22,,Michigan State,11,,Harvard,,W,,80,73,7,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2013-14,2014-03-22,,Louisville,5,,Saint Louis,25,W,,66,51,15,,,True
43,2013-14,2014-03-22,,Michigan,7,,Texas,,W,,79,65,14,,,True
44,2013-14,2014-03-22,,San Diego State,13,,North Dakota State,,W,,63,44,19,,,True
45,2013-14,2014-03-22,,Wisconsin,12,,Oregon,,W,,85,77,8,,,True
46,2013-14,2014-03-23,,Arizona,4,,Gonzaga,,W,,84,61,23,,,True
47,2013-14,2014-03-23,,Baylor,23,,Creighton,16,W,,85,55,30,,,True
48,2013-14,2014-03-23,,Iowa State,9,,North Carolina,19,W,,85,83,2,,,True
49,2013-14,2014-03-23,,Stanford,,,Kansas,10,W,,60,57,3,,,True
50,2013-14,2014-03-23,,Kentucky,,,Wichita State,2,W,,78,76,2,,,True
51,2013-14,2014-03-23,,Virginia,3,,Memphis,,W,,78,60,18,,,True
52,2013-14,2014-03-23,,Tennessee,,,Mercer,,W,,83,63,20,,,True
53,2013-14,2014-03-23,,UCLA,20,,Stephen F. Austin,,W,,77,60,17,,,True
54,2013-14,2014-03-27,,Arizona,4,,San Diego State,13,W,,70,64,6,,,True
55,2013-14,2014-03-27,,Wisconsin,12,,Baylor,23,W,,69,52,17,,,True
56,2013-14,2014-03-27,,Dayton,,,Stanford,,W,,82,72,10,,,True
57,2013-14,2014-03-27,,Florida,1,,UCLA,20,W,,79,68,11,,,True
58,2013-14,2014-03-28,,Connecticut,18,,Iowa State,9,W,,81,76,5,,,True
59,2013-14,2014-03-28,,Kentucky,,,Louisville,5,W,,74,69,5,,,True
60,2013-14,2014-03-28,,Michigan,7,,Tennessee,,W,,73,71,2,,,True
61,2013-14,2014-03-28,,Michigan State,11,,Virginia,3,W,,61,59,2,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,2013-14,2014-03-29,,Wisconsin,12,,Arizona,4,W,,64,63,1,,1,True
64,2013-14,2014-03-29,,Florida,1,,Dayton,,W,,62,52,10,,,True
65,2013-14,2014-03-30,,Connecticut,18,,Michigan State,11,W,,60,54,6,,,True
66,2013-14,2014-03-30,,Kentucky,,,Michigan,7,W,,75,72,3,,,True
67,2013-14,2014-04-05,,Connecticut,18,,Florida,1,W,,63,53,10,,,True
68,2013-14,2014-04-05,,Kentucky,,,Wisconsin,12,W,,74,73,1,,,True
69,2013-14,2014-04-07,,Connecticut,18,,Kentucky,,W,,60,54,6,,,True
70,2014-15,2015-03-17,,Mississippi,,,Brigham Young,,W,,94,90,4,,,True
71,2014-15,2015-03-17,,Hampton,,,Manhattan,,W,,74,64,10,,,True
72,2014-15,2015-03-18,,Dayton,,,Boise State,,W,,56,55,1,,,True
73,2014-15,2015-03-18,,Robert Morris,,,North Florida,,W,,81,77,4,,,True
74,2014-15,2015-03-19,,UAB,,,Iowa State,9,W,,60,59,1,,,True
75,2014-15,2015-03-19,,Arizona,5,,Texas Southern,,W,,93,72,21,,,True
76,2014-15,2015-03-19,,Arkansas,21,,Wofford,,W,,56,53,3,,,True
77,2014-15,2015-03-19,,Georgia State,,,Baylor,16,W,,57,56,1,,,True
78,2014-15,2015-03-19,,Butler,24,,Texas,,W,,56,48,8,,,True
79,2014-15,2015-03-19,,Cincinnati,,,Purdue,,W,,66,65,1,,1,True
80,2014-15,2015-03-19,,Georgetown,22,,Eastern Washington,,W,,84,74,10,,,True
81,2014-15,2015-03-19,,Kentucky,1,,Hampton,,W,,79,56,23,,,True
82,2014-15,2015-03-19,,North Carolina,15,,Harvard,,W,,67,65,2,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2014-15,2015-03-19,,Villanova,2,,Lafayette,,W,,93,52,41,,,True
85,2014-15,2015-03-19,,NC State,,,Louisiana State,,W,,66,65,1,,,True
86,2014-15,2015-03-19,,Xavier,,,Mississippi,,W,,76,57,19,,,True
87,2014-15,2015-03-19,,Notre Dame,8,,Northeastern,,W,,69,65,4,,,True
88,2014-15,2015-03-19,,Ohio State,,,Virginia Commonwealth,25,W,,75,72,3,,1,True
89,2014-15,2015-03-19,,UCLA,,,Southern Methodist,18,W,,60,59,1,,,True
90,2014-15,2015-03-19,,Utah,19,,Stephen F. Austin,,W,,57,50,7,,,True
91,2014-15,2015-03-20,,Oklahoma,13,,Albany (NY),,W,,69,60,9,,,True
92,2014-15,2015-03-20,,Virginia,6,,Belmont,,W,,79,67,12,,,True
93,2014-15,2015-03-20,,West Virginia,20,,Buffalo,,W,,68,62,6,,,True
94,2014-15,2015-03-20,,Louisville,17,,UC Irvine,,W,,57,55,2,,,True
95,2014-15,2015-03-20,,Wisconsin,3,,Coastal Carolina,,W,,86,72,14,,,True
96,2014-15,2015-03-20,,Iowa,,,Davidson,,W,,83,52,31,,,True
97,2014-15,2015-03-20,,Dayton,,,Providence,,W,,66,53,13,,,True
98,2014-15,2015-03-20,,Duke,4,,Robert Morris,,W,,85,56,29,,,True
99,2014-15,2015-03-20,,Michigan State,23,,Georgia,,W,,70,63,7,,,True
100,2014-15,2015-03-20,,Gonzaga,7,,North Dakota State,,W,,86,76,10,,,True
101,2014-15,2015-03-20,,Wichita State,14,,Indiana,,W,,81,76,5,,,True
102,2014-15,2015-03-20,,Kansas,10,,New Mexico State,,W,,75,56,19,,,True
103,2014-15,2015-03-20,,Maryland,12,,Valparaiso,,W,,65,62,3,,,True
0,2014-15,2015-03-20,,Northern Iowa,11,,Wyoming,,W,,71,54,17,,,True
1,2014-15,2015-03-20,,Oregon,,,Oklahoma State,,W,,79,73,6,,,True
2,2014-15,2015-03-20,,San Diego State,,,St. John's (NY),,W,,76,64,12,,,True
3,2014-15,2015-03-21,,UCLA,,,UAB,,W,,92,75,17,,,True
4,2014-15,2015-03-21,,Arizona,5,,Ohio State,,W,,73,58,15,,,True
5,2014-15,2015-03-21,,North Carolina,15,,Arkansas,21,W,,87,78,9,,,True
6,2014-15,2015-03-21,,Notre Dame,8,,Butler,24,W,,67,64,3,,1,True
7,2014-15,2015-03-21,,Kentucky,1,,Cincinnati,,W,,64,51,13,,,True
8,2014-15,2015-03-21,,Utah,19,,Georgetown,22,W,,75,64,11,,,True
9,2014-15,2015-03-21,,Xavier,,,Georgia State,,W,,75,67,8,,,True
10,2014-15,2015-03-21,,NC State,,,Villanova,2,W,,71,68,3,,,True
11,2014-15,2015-03-22,,Oklahoma,13,,Dayton,,W,,72,66,6,,,True
12,2014-15,2015-03-22,,Duke,4,,San Diego State,,W,,68,49,19,,,True
13,2014-15,2015-03-22,,Gonzaga,7,,Iowa,,W,,87,68,19,,,True
14,2014-15,2015-03-22,,Wichita State,14,,Kansas,10,W,,78,65,13,,,True
15,2014-15,2015-03-22,,Louisville,17,,Northern Iowa,11,W,,66,53,13,,,True
16,2014-15,2015-03-22,,West Virginia,20,,Maryland,12,W,,69,59,10,,,True
17,2014-15,2015-03-22,,Michigan State,23,,Virginia,6,W,,60,54,6,,,True
18,2014-15,2015-03-22,,Wisconsin,3,,Oregon,,W,,72,65,7,,,True
19,2014-15,2015-03-26,,Arizona,5,,Xavier,,W,,68,60,8,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2014-15,2015-03-26,,Kentucky,1,,West Virginia,20,W,,78,39,39,,,True
22,2014-15,2015-03-26,,Wisconsin,3,,North Carolina,15,W,,79,72,7,,,True
23,2014-15,2015-03-26,,Notre Dame,8,,Wichita State,14,W,,81,70,11,,,True
24,2014-15,2015-03-27,,Duke,4,,Utah,19,W,,63,57,6,,,True
25,2014-15,2015-03-27,,Gonzaga,7,,UCLA,,W,,74,62,12,,,True
26,2014-15,2015-03-27,,Louisville,17,,NC State,,W,,75,65,10,,,True
27,2014-15,2015-03-27,,Michigan State,23,,Oklahoma,13,W,,62,58,4,,,True
28,2014-15,2015-03-28,,Wisconsin,3,,Arizona,5,W,,85,78,7,,,True
29,2014-15,2015-03-28,,Kentucky,1,,Notre Dame,8,W,,68,66,2,,,True
30,2014-15,2015-03-29,,Duke,4,,Gonzaga,7,W,,66,52,14,,,True
31,2014-15,2015-03-29,,Michigan State,23,,Louisville,17,W,,76,70,6,,1,True
32,2014-15,2015-04-04,,Duke,4,,Michigan State,23,W,,81,61,20,,,True
33,2014-15,2015-04-04,,Wisconsin,3,,Kentucky,1,W,,71,64,7,,,True
34,2014-15,2015-04-06,,Duke,4,,Wisconsin,3,W,,68,63,5,,,True
0,2014-15,2015-03-17,,Mississippi,,,Brigham Young,,W,,94,90,4,,,True
1,2014-15,2015-03-17,,Hampton,,,Manhattan,,W,,74,64,10,,,True
2,2014-15,2015-03-18,,Dayton,,,Boise State,,W,,56,55,1,,,True
3,2014-15,2015-03-18,,Robert Morris,,,North Florida,,W,,81,77,4,,,True
4,2014-15,2015-03-19,,UAB,,,Iowa State,9,W,,60,59,1,,,True
5,2014-15,2015-03-19,,Arizona,5,,Texas Southern,,W,,93,72,21,,,True
6,2014-15,2015-03-19,,Arkansas,21,,Wofford,,W,,56,53,3,,,True
7,2014-15,2015-03-19,,Georgia State,,,Baylor,16,W,,57,56,1,,,True
8,2014-15,2015-03-19,,Butler,24,,Texas,,W,,56,48,8,,,True
9,2014-15,2015-03-19,,Cincinnati,,,Purdue,,W,,66,65,1,,1,True
10,2014-15,2015-03-19,,Georgetown,22,,Eastern Washington,,W,,84,74,10,,,True
11,2014-15,2015-03-19,,Kentucky,1,,Hampton,,W,,79,56,23,,,True
12,2014-15,2015-03-19,,North Carolina,15,,Harvard,,W,,67,65,2,,,True
13,2014-15,2015-03-19,,Villanova,2,,Lafayette,,W,,93,52,41,,,True
14,2014-15,2015-03-19,,NC State,,,Louisiana State,,W,,66,65,1,,,True
15,2014-15,2015-03-19,,Xavier,,,Mississippi,,W,,76,57,19,,,True
16,2014-15,2015-03-19,,Notre Dame,8,,Northeastern,,W,,69,65,4,,,True
17,2014-15,2015-03-19,,Ohio State,,,Virginia Commonwealth,25,W,,75,72,3,,1,True
18,2014-15,2015-03-19,,UCLA,,,Southern Methodist,18,W,,60,59,1,,,True
19,2014-15,2015-03-19,,Utah,19,,Stephen F. Austin,,W,,57,50,7,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2014-15,2015-03-20,,Oklahoma,13,,Albany (NY),,W,,69,60,9,,,True
22,2014-15,2015-03-20,,Virginia,6,,Belmont,,W,,79,67,12,,,True
23,2014-15,2015-03-20,,West Virginia,20,,Buffalo,,W,,68,62,6,,,True
24,2014-15,2015-03-20,,Louisville,17,,UC Irvine,,W,,57,55,2,,,True
25,2014-15,2015-03-20,,Wisconsin,3,,Coastal Carolina,,W,,86,72,14,,,True
26,2014-15,2015-03-20,,Iowa,,,Davidson,,W,,83,52,31,,,True
27,2014-15,2015-03-20,,Dayton,,,Providence,,W,,66,53,13,,,True
28,2014-15,2015-03-20,,Duke,4,,Robert Morris,,W,,85,56,29,,,True
29,2014-15,2015-03-20,,Michigan State,23,,Georgia,,W,,70,63,7,,,True
30,2014-15,2015-03-20,,Gonzaga,7,,North Dakota State,,W,,86,76,10,,,True
31,2014-15,2015-03-20,,Wichita State,14,,Indiana,,W,,81,76,5,,,True
32,2014-15,2015-03-20,,Kansas,10,,New Mexico State,,W,,75,56,19,,,True
33,2014-15,2015-03-20,,Maryland,12,,Valparaiso,,W,,65,62,3,,,True
34,2014-15,2015-03-20,,Northern Iowa,11,,Wyoming,,W,,71,54,17,,,True
35,2014-15,2015-03-20,,Oregon,,,Oklahoma State,,W,,79,73,6,,,True
36,2014-15,2015-03-20,,San Diego State,,,St. John's (NY),,W,,76,64,12,,,True
37,2014-15,2015-03-21,,UCLA,,,UAB,,W,,92,75,17,,,True
38,2014-15,2015-03-21,,Arizona,5,,Ohio State,,W,,73,58,15,,,True
39,2014-15,2015-03-21,,North Carolina,15,,Arkansas,21,W,,87,78,9,,,True
40,2014-15,2015-03-21,,Notre Dame,8,,Butler,24,W,,67,64,3,,1,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2014-15,2015-03-21,,Kentucky,1,,Cincinnati,,W,,64,51,13,,,True
43,2014-15,2015-03-21,,Utah,19,,Georgetown,22,W,,75,64,11,,,True
44,2014-15,2015-03-21,,Xavier,,,Georgia State,,W,,75,67,8,,,True
45,2014-15,2015-03-21,,NC State,,,Villanova,2,W,,71,68,3,,,True
46,2014-15,2015-03-22,,Oklahoma,13,,Dayton,,W,,72,66,6,,,True
47,2014-15,2015-03-22,,Duke,4,,San Diego State,,W,,68,49,19,,,True
48,2014-15,2015-03-22,,Gonzaga,7,,Iowa,,W,,87,68,19,,,True
49,2014-15,2015-03-22,,Wichita State,14,,Kansas,10,W,,78,65,13,,,True
50,2014-15,2015-03-22,,Louisville,17,,Northern Iowa,11,W,,66,53,13,,,True
51,2014-15,2015-03-22,,West Virginia,20,,Maryland,12,W,,69,59,10,,,True
52,2014-15,2015-03-22,,Michigan State,23,,Virginia,6,W,,60,54,6,,,True
53,2014-15,2015-03-22,,Wisconsin,3,,Oregon,,W,,72,65,7,,,True
54,2014-15,2015-03-26,,Arizona,5,,Xavier,,W,,68,60,8,,,True
55,2014-15,2015-03-26,,Kentucky,1,,West Virginia,20,W,,78,39,39,,,True
56,2014-15,2015-03-26,,Wisconsin,3,,North Carolina,15,W,,79,72,7,,,True
57,2014-15,2015-03-26,,Notre Dame,8,,Wichita State,14,W,,81,70,11,,,True
58,2014-15,2015-03-27,,Duke,4,,Utah,19,W,,63,57,6,,,True
59,2014-15,2015-03-27,,Gonzaga,7,,UCLA,,W,,74,62,12,,,True
60,2014-15,2015-03-27,,Louisville,17,,NC State,,W,,75,65,10,,,True
61,2014-15,2015-03-27,,Michigan State,23,,Oklahoma,13,W,,62,58,4,,,True
